Rank,Title,Score,Chapters/Volumes,Published
32372,Dreamy Dreamer,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
32373,Ore ga Shujinkou ja Nakatta Koro no Hanashi wo Suru,N/A,Light Novel (5 vols),Jun 2013 - Oct 2014
32374,Inazuma Eleven: Baku Gaidenshuu,N/A,Manga (2 vols),Dec 2011 - Dec 2011
32375,Amatou!,N/A,Light Novel (3 vols),Dec 2011 - Mar 2012
32376,Hatsutaiken ni Osusume na Kanojo,N/A,Light Novel (6 vols),Jul 2011 - Feb 2013
32377,Copihan: Saya to Sayu no Daisakusen,N/A,Manga (? vols),Dec 2010 -
32378,Misaki no Ippatsu Gyakuten!,N/A,Light Novel (3 vols),Oct 2008 - Jun 2009
32379,Copihan: Urino to Ryooma no Gougai desu yo!,N/A,Manga (1 vols),Dec 2011 - Dec 2011
32380,Strange Voice,N/A,Light Novel (1 vols),Jan 2010 - Jan 2010
32381,Yoru no Choucho to Doukyo Keikaku,N/A,Light Novel (3 vols),May 2011 - Feb 2012
32382,Bannou Kanteishi Q no Suirigeki,N/A,Light Novel (4 vols),Dec 2011 - Aug 2013
32383,Bannou Kanteishi Q no Tanteitan,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
32384,Aoki Hakoniwa no Progress,N/A,Light Novel (3 vols),Oct 2013 - Jun 2014
32385,Ore ga Kanojo ni Semararete, Imouto ga Okotteru?,N/A,Light Novel (5 vols),Feb 2012 - Jun 2013
32386,Tori wa Tori de Aru Tame ni,N/A,Light Novel (4 vols),Oct 2004 - Jul 2005
32387,Happy House,N/A,Manga (2 vols),Jul 1990 - Oct 1991
32388,Kaguya Maou Shiki!,N/A,Light Novel (10 vols),Dec 2008 - May 2011
32389,Aoba-kun to Uchuujin,N/A,Light Novel (3 vols),Nov 2005 - May 2006
32390,Aoharu!,N/A,Light Novel (3 vols),Jan 2012 - Aug 2012
32391,Akihabara Vampire Night,N/A,Light Novel (2 vols),Aug 2011 - Nov 2011
32392,Shakkin Ojou Chris,N/A,Light Novel (3 vols),Sep 2009 - Jun 2010
32393,Chi wo Kakeru Niji,N/A,Light Novel (3 vols),Sep 2007 - Dec 2007
32394,Marunabe Neko,N/A,Light Novel (3 vols),Aug 2008 - Jan 2009
32395,Top Speed Underground,N/A,Manhua (1 vols),2004 - 2004
32396,Egokoro♥Toiro,N/A,Manga (5 vols),Apr 2013 - Jun 2016
32397,Robot no Momo-chan,N/A,Manga (1 vols),Sep 2013 - Oct 2015
32398,Kamioroshi,N/A,Light Novel (? vols),Jun 2011 -
32399,Arase Haruka, Yousha Nashi!,N/A,Light Novel (3 vols),Jul 2009 - Apr 2010
32400,Nekura Shoujo wa Kuro Mahou de Koi wo Suru,N/A,Light Novel (5 vols),Jan 2006 - Aug 2007
32401,Ruriiro ni Boketa Nichijou,N/A,Light Novel (4 vols),Oct 2012 - Nov 2013
32402,Kakumeiki Valvrave: Under Taker,N/A,Light Novel (? vols),Sep 2013 - Mar 2014
32403,Kimi no Kaeru Basho,N/A,Manga (1 vols),Oct 2009 - Oct 2011
32404,Ioujima Gakuen Series,N/A,Light Novel (6 vols),Sep 2002 - May 2005
32405,Fushigi na Ondo de,N/A,Manga (1 vols),Jun 2006 - Aug 2009
32406,Koi wa Shimekiri no Ato ni,N/A,One-shot (? vols),Oct 2013 - Oct 2013
32407,Angel Magister,N/A,Light Novel (1 vols),Dec 2009 - Dec 2009
32408,Lock Up: Warera Akatsuki Pro Wrestling-dan,N/A,Manga (4 vols),Jun 2013 - Oct 2014
32409,Noblelige!,N/A,Light Novel (2 vols),Jan 2011 - Jun 2011
32410,Shiritsu Kiwamemichi Koukou,N/A,Manga (2 vols),Apr 1979 - Mar 1980
32411,Shiritsu Kiwamemichi Koukou 2011,N/A,Manga (3 vols),2011 - 2012
32412,Houkago no Trattoria,N/A,Manga (1 vols),Jul 2011 - May 2014
32413,Rival wa, Koibito.,N/A,Manga (1 vols),Aug 2005 - Aug 2005
32414,Usagi Tantei Monogatari,N/A,Manga (? vols),Jun 2012 -
32415,Yamaterasu Code,N/A,Manga (? vols),Dec 2012 - Sep 2014
32416,Ogre ni Zoom Up!,N/A,Light Novel (4 vols),Oct 2008 - Dec 2009
32417,Teens Company,N/A,Manga (1 vols),Oct 2011 - Jul 2012
32418,Mega∞Colle: Megane Danshi Collection,N/A,Manga (? vols),Apr 2012 -
32419,Kurayami ni Yagi wo Sagashite,N/A,Light Novel (3 vols),Sep 2006 - Apr 2007
32420,Tounan Kadobeya,N/A,Manga (3 vols),Jul 2013 - Sep 2014
32421,Tsunousagi,N/A,Manga (1 vols),Dec 2010 - Dec 2010
32422,Onegai Dakara, Ato Gofun!,N/A,Light Novel (3 vols),Dec 2012 - Dec 2013
32423,Fukusuke,N/A,Manga (2 vols),Nov 2006 - 2007
32424,Otome Kakumei Ayame no!,N/A,Light Novel (3 vols),Nov 2008 - Jul 2009
32425,Choujuushin Gravion Zwei,N/A,Light Novel (2 vols),Feb 2004 - Mar 2004
32426,Gyoran,N/A,One-shot (? vols),Aug 2013 - Aug 2013
32427,Oyogimasen.,N/A,Light Novel (2 vols),Sep 2011 - Dec 2011
32428,Akihabara Dungeon Bouken Kitan,N/A,Light Novel (3 vols),Dec 2013 - Aug 2014
32429,GalGo!!!!!,N/A,Light Novel (6 vols),Oct 2007 - Jul 2009
32430,Wild Arms: the 4th Detonator,N/A,Manga (3 vols),Feb 2005 - May 2006
32431,Kage kara Mamoru!,N/A,Light Novel (12 vols),Jul 2003 - Mar 2008
32432,Shin Meikai Road Grass,N/A,Light Novel (5 vols),Mar 2010 - Mar 2011
32433,Ore wa Kanojo no Inu ni Naru!,N/A,Light Novel (3 vols),Sep 2011 - Apr 2012
32434,Zouroku no Kibyo,N/A,Manga (1 vols),Jul 1976 - Jul 1976
32435,D wa Hitogata Masougu desu.,N/A,Light Novel (4 vols),Oct 2009 - Jan 2011
32436,Chaos Edge: Tasogare no Doukeshi,N/A,Light Novel (1 vols),Jul 2003 - Jul 2003
32437,Akazukin Chacha N,N/A,Manga (? vols),Mar 2011 -
32438,Helen Keller: Kurayami kara Hikari wo Nagekaketa Ai no Tenshi,N/A,Manga (1 vols),May 1996 - May 1996
32439,Tsuno Ari!,N/A,Light Novel (4 vols),Nov 2010 - Jan 2012
32440,Makai Yome!,N/A,Light Novel (5 vols),Sep 2008 - Jun 2010
32441,Double Date,N/A,One-shot (? vols),Aug 2013 - Aug 2013
32442,Reikan NEET,N/A,Light Novel (1 vols),Jul 2013 - Jul 2013
32443,13-banme no Boku no Majo,N/A,Light Novel (? vols),Dec 2013 -
32444,Lance N' Masques,N/A,Light Novel (? vols),Dec 2013 -
32445,Resire: Kurikaesareru Negai,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
32446,Senkou no Whiteout,N/A,Light Novel (? vols),Dec 2013 -
32447,Unlimited Over Skill,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
32448,Kakai Ouken no Disvairocana,N/A,Light Novel (6 vols),Mar 2013 - Aug 2014
32449,Walkure Romanze,N/A,Light Novel (3 vols),Dec 2013 - Feb 2014
32450,Kantai Collection: Kagerou, Batsubyou shimasu!,N/A,Light Novel (7 vols),Nov 2013 - Dec 2015
32451,Kantai Collection -Kan Colle- Anthology Comic: Yokosuka Chinjufu-hen,N/A,Manga (? vols),Sep 2013 -
32452,Kantai Collection -Kan Colle- Comic Anthology: Kure Chinjufu-hen,N/A,Manga (1 vols),Oct 2013 - Oct 2013
32453,Kantai Collection -Kan Colle- Comic à la Carte: Maizuru Chinjufu-hen,N/A,Manga (? vols),Nov 2013 -
32454,Kantai Collection -Kan Colle- Dengeki Comic Anthology: Sasebo Chinjufu-hen,N/A,Manga (? vols),Nov 2013 -
32455,Don Quixote: Ureigao no Kishi Sono Ai,N/A,Manga (2 vols),Jan 2013 - Mar 2014
32456,Kanojo to Ninin de [C] Taiken!,N/A,Light Novel (2 vols),Sep 2010 - Dec 2010
32457,Mahou Shoujo Shiken Shoutai,N/A,Light Novel (? vols),Dec 2013 -
32458,Majo wa Tsuki Izuru Tokoro ni Nemuru,N/A,Light Novel (3 vols),Dec 2013 - Apr 2014
32459,Yonin no Majo to Emerald no Kiss,N/A,Light Novel (2 vols),Nov 2011 - Apr 2012
32460,Hououdou Milia wa Hatarakanai!,N/A,Light Novel (3 vols),Aug 2009 - Feb 2010
32461,Otoko no Ko Comic Anthology: Zettai Fukujuu-hen,N/A,Manga (1 vols),Feb 2013 - Feb 2013
32462,Zwart Closet,N/A,Manga (4 vols),Feb 2012 - Aug 2014
32463,Kyoraku Region,N/A,Manga (5 vols),Dec 2008 - Aug 2013
32464,Paper Braver,N/A,Manga (4 vols),May 2013 - Aug 2014
32465,Hanayome no Kaze,N/A,Manga (2 vols),Dec 2010 - Apr 2012
32466,Odaiba Chuuton Kichi no Yousei: Strike Princess,N/A,Light Novel (2 vols),Dec 2013 - Apr 2014
32467,Ani yori Sugureta Imouto nado Konoyo ni Sonzai shite wa Ikenai,N/A,Light Novel (1 vols),Dec 2011 - Dec 2011
32468,Tomaranaide Jitensha Otome,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
32469,Gewalt - Aoiro Terror x Seishun Graffiti!!,N/A,Manga (3 vols),Aug 2011 - Jan 2013
32470,Kanojo wa Missile,N/A,Light Novel (3 vols),Jun 2005 - Dec 2005
32471,Yarukkya Knight,N/A,Manga (11 vols),1981 -
32472,Hisesshoku-kei Lovers,N/A,One-shot (? vols),Oct 2013 - Oct 2013
32473,Hell Princess to Solomon no Shoukanshi,N/A,Light Novel (2 vols),Aug 2013 - Nov 2013
32474,Deku: Block Head,N/A,Manga (1 vols),Oct 2013 - Jan 2014
32475,Bishoujo Exorcist no Seisui? Mushiro Gohoubi desu!,N/A,Light Novel (1 vols),Nov 2011 - Nov 2011
32476,Kimi wo Sukuu Saisho no Jumon,N/A,Light Novel (2 vols),Mar 2006 - Sep 2006
32477,Limitless!,N/A,Light Novel (3 vols),Jan 2007 - Jul 2007
32478,Café to Ore no Senpai,N/A,Light Novel (3 vols),Feb 2011 - Oct 2011
32479,Sonicomi - Communication with Sonico,N/A,Manga (? vols),Mar 2012 -
32480,OZ,N/A,Manga (4 vols),Oct 1988 - Apr 1992
32481,Ura Joshi.: Idol Shibou Joshi no Baai,N/A,Manga (2 vols),Dec 2012 - 2013
32482,Juuhan Shuttai!,N/A,Manga (? vols),Sep 2012 -
32483,Onnoji,N/A,Manga (1 vols),2011 - 2013
32484,Double Access,N/A,Light Novel (3 vols),Jan 2010 - Aug 2010
32485,Danball Senki Wars,N/A,Manga (2 vols),Mar 2013 - Oct 2013
32486,Maougoroshi to Itsuwari no Yuusha,N/A,Light Novel (2 vols),Aug 2013 - Dec 2013
32487,Izakaya Sachiko,N/A,Manga (? vols),Nov 2011 - Jan 2012
32488,Bernard-jou Iwaku.,N/A,Manga (? vols),Dec 2011 -
32489,E!? E ga Heta nanoni Mangaka ni?,N/A,Manga (1 vols),Nov 2009 - Nov 2009
32490,Pinion!,N/A,Light Novel (4 vols),Nov 2008 - Aug 2009
32491,Karakuri Onigami Akatuski,N/A,Light Novel (2 vols),Dec 2013 - Mar 2014
32492,Mote? Mote!,N/A,Light Novel (8 vols),Oct 2008 - Jul 2010
32493,Baby Worldend,N/A,Manga (4 vols),Sep 2012 - Oct 2013
32494,Daemon no Shokutaku,N/A,Manga (1 vols),Dec 2013 - Dec 2013
32495,Kigan Nazobarai: Ayakashi no Koi,N/A,Manga (1 vols),Dec 2013 - Dec 2013
32496,Waru Puru Kiss!,N/A,Light Novel (3 vols),Aug 2009 - Feb 2010
32497,Chaos Rings,N/A,Manga (3 vols),Nov 2011 - Feb 2013
32498,Kudan no Hanashi wo Shimashou ka,N/A,Light Novel (2 vols),Oct 2007 - Jan 2008
32499,Bayonetta: Bloody Fate,N/A,Manga (? vols),Nov 2013 - Dec 2013
32500,Love Gene!,N/A,Light Novel (2 vols),Dec 2008 - Apr 2009
32501,Tokyo Vampire,N/A,Manga (2 vols),1987 - 1992
32502,Kimi wa Bocchi ja Nai!,N/A,Light Novel (3 vols),Nov 2011 - Jun 2012
32503,Tomodachi kara Onegaishimasu.,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
32504,Kurukuru Real,N/A,Light Novel (1 vols),Aug 2005 - Aug 2005
32505,Sakuragi Melt no Renkinjutsu,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
32506,Mahoutsukai no Reikoku,N/A,Manga (? vols),Oct 2010 - Apr 2014
32507,Honoo no Signatis,N/A,Light Novel (2 vols),Jul 2009 - Jan 2010
32508,Ashigaru,N/A,Manga (3 vols),Apr 2013 - Jun 2014
32509,Golem x Girls,N/A,Light Novel (2 vols),Oct 2005 - Jan 2006
32510,Yomei ¥20,000,000-,N/A,Manga (2 vols),Jun 2012 - Jan 2015
32511,Van Helsing: Darkness Blood,N/A,Manga (3 vols),Nov 2012 - Sep 2015
32512,Root Double: Before Crime*After Days - √Before,N/A,Manga (2 vols),Apr 2013 - Jun 2014
32513,Goku Pen!,N/A,Light Novel (3 vols),Oct 2009 - Apr 2010
32514,Obito no Hime to Kubinashi Kishi,N/A,Light Novel (? vols),Aug 2011 -
32515,Noushou Sakuretsu Girl,N/A,Light Novel (? vols),Nov 2013 -
32516,Kotonoha Tsukai wa Sasayakanai,N/A,Light Novel (2 vols),Nov 2009 - Mar 2010
32517,Dragon Quest X: 4-koma Manga Gekijou,N/A,Manga (3 vols),Jul 2013 - Aug 2014
32518,Yorozu Uranaidokoro: Onmyouya Series,N/A,Light Novel (? vols),Sep 2007 -
32519,Nanahon Ude no Jessica,N/A,Light Novel (2 vols),Feb 2008 - Jul 2008
32520,Toshokan Meikyuu to Danshou no Himegimi,N/A,Light Novel (3 vols),May 2010 - Sep 2010
32521,Fuusui Shoujo,N/A,Light Novel (3 vols),Jul 2005 - Jan 2006
32522,Diavolo no Soup,N/A,Manga (4 vols),Dec 2012 - Feb 2014
32523,Digimon World Re:Digitize Encode,N/A,Manga (? vols),Apr 2013 -
32524,Saredo Tsumibito wa Ryuu to Odoru: Dances with the Dragons,N/A,Light Novel (? vols),May 2008 -
32525,Saredo Tsumibito wa Ryuu to Odoru,N/A,Light Novel (8 vols),Jan 2003 - May 2006
32526,Kemonogari,N/A,Light Novel (? vols),Jul 2009 -
32527,Kemonogari,N/A,Manga (? vols),May 2012 - Dec 2012
32528,Liars,N/A,Manga (3 vols),May 2009 - Apr 2011
32529,Shippai Kinshi! Kanojo no Himitsu wa Morasanai!,N/A,Light Novel (2 vols),Oct 2012 - Jan 2013
32530,Lemon☆Aid,N/A,Light Novel (2 vols),Jun 2010 - Sep 2010
32531,Summon Night U:X,N/A,Light Novel (? vols),May 2013 -
32532,Yami no Koutaishi,N/A,Light Novel (? vols),Jul 2008 -
32533,Arianrhod Saga: Concerto,N/A,Manga (2 vols),2009 - 2011
32534,Locksmith Karuna no Bouken,N/A,Light Novel (4 vols),Jun 2005 - Feb 2006
32535,Tenshou Yaoyorozu,N/A,Manga (9 vols),Nov 2001 - Nov 2006
32536,Ryuugajou Nanana no Maizoukin,N/A,Manga (2 vols),Jul 2012 - Mar 2013
32537,Secret Between You And Me,N/A,One-shot (? vols),Oct 2013 - Oct 2013
32538,Libido Hunter Takeru,N/A,Manga (4 vols),Oct 2012 - Feb 2015
32539,Gomibako kara Shitsurei Itashimasu,N/A,Light Novel (4 vols),Nov 2009 - Aug 2010
32540,Sakurara!,N/A,Light Novel (1 vols),Sep 2008 - Sep 2008
32541,X no Maou,N/A,Light Novel (3 vols),Jul 2009 - Nov 2010
32542,Hannin wa Yasurai Alice,N/A,Light Novel (1 vols),Dec 2011 - Dec 2011
32543,Devi★Rock,N/A,Manga (3 vols),Feb 2013 - Nov 2014
32544,Mahou Shoujo Lyrical Nanoha ViVid LIFE,N/A,Manga (4 vols),Apr 2011 - Feb 2016
32545,Mahou Shoujo Lyrical Nanoha: Material Musume. - Innocent,N/A,Manga (? vols),Apr 2013 -
32546,S no Shouzou,N/A,One-shot (? vols),Jul 2013 - Jul 2013
32547,Original Chronicle Mahou Shoujo Lyrical Nanoha The 1st,N/A,Manga (7 vols),Nov 2013 - May 2016
32548,Section 459,N/A,One-shot (? vols),Dec 2012 - Dec 2012
32549,Calcio na Shitsuji,N/A,Manga (2 vols),Dec 2013 - Dec 2014
32550,Y no Rakuen,N/A,Manga (2 vols),Nov 2013 - Dec 2014
32551,Monoceros no Majou wa Ugatsu,N/A,Light Novel (4 vols),Oct 2006 - Dec 2007
32552,Sougetsu no Iris,N/A,Light Novel (3 vols),Mar 2009 - Oct 2009
32553,Hitokakera,N/A,Light Novel (1 vols),Nov 2007 - Nov 2007
32554,Hatenaki Ten no Fatalsis,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
32555,Friends x Knife,N/A,Light Novel (2 vols),May 2008 - Nov 2008
32556,Sora ni Usagi ga Noboru Koro,N/A,Light Novel (4 vols),Mar 2006 - Dec 2006
32557,Shippo! Enhancement,N/A,Manga (2 vols),Aug 2013 - Jun 2014
32558,Nieruchi,N/A,Manga (1 vols),Jul 2012 - Oct 2013
32559,Nine no Keiyakusho,N/A,Light Novel (3 vols),Nov 2008 - May 2009
32560,Nagisa Fortissimo,N/A,Light Novel (5 vols),Jun 2007 - May 2009
32561,Hime-koe,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
32562,Fox Tail?,N/A,Light Novel (6 vols),Oct 2010 - Feb 2012
32563,Buta wa Tondemo Tada no Buta?,N/A,Light Novel (3 vols),Dec 2011 - Jan 2014
32564,Bouzu Kawai ya Kesa made Itoshi,N/A,Manga (4 vols),Jul 2011 - Aug 2017
32565,Reizouko Tantei,N/A,Manga (3 vols),Oct 2010 - Dec 2011
32566,Shin Fortune Quest II,N/A,Light Novel (? vols),Apr 2013 -
32567,Boku no Uta,N/A,Light Novel (1 vols),Jul 2010 - Jul 2010
32568,Mahou Shoujo☆Karimenkyo,N/A,Light Novel (3 vols),Nov 2010 - Jun 2011
32569,Yuuki! Yuujou! Shin Sanjuushi,N/A,Manga (1 vols),Jul 2011 - Jul 2011
32570,Mukiryoku Yuusha to Shiritagari Maou,N/A,Light Novel (3 vols),Jan 2012 - Jul 2012
32571,Fushigi Tsukai,N/A,Light Novel (2 vols),Aug 2005 - Apr 2006
32572,Kusakoi,N/A,Manga (? vols),Nov 2012 -
32573,Sekai ga Owaru Basho e Kimi wo Tsureteiku,N/A,Light Novel (1 vols),Oct 2004 - Oct 2004
32574,1/2 Undead Series,N/A,Light Novel (3 vols),Feb 2011 - Jun 2011
32575,Butterfly x Breakdown,N/A,Light Novel (2 vols),May 2012 - Dec 2012
32576,Ikkyuu Tensai no Kiwamete Fuhoni na Meisuiri,N/A,Light Novel (2 vols),Aug 2013 - Apr 2015
32577,Chihayafuru: Chuugakusei-hen,N/A,Light Novel (4 vols),Sep 2012 - Dec 2013
32578,Futari de Hajimeru Sekai Seifuku,N/A,Light Novel (5 vols),Nov 2008 - Nov 2009
32579,Chichonmanchi,N/A,Manga (8 vols),Apr 1998 - Apr 2002
32580,Senban Scandal,N/A,Manga (1 vols),2000 - 2000
32581,3-iro♪Signal,N/A,Manga (1 vols),Jun 2006 - Nov 2006
32582,Goku☆Raku Rockin' Girl,N/A,Manga (1 vols),Mar 2001 - Mar 2001
32583,Bootleggers,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
32584,Ryuuoujo wa Ten ni Mau,N/A,Light Novel (5 vols),Nov 2009 - Apr 2011
32585,Engage: Ojousama to Hisho Keiyaku,N/A,Light Novel (2 vols),Aug 2013 - Dec 2013
32586,Maruta Sagi wa Tantei desu ka?,N/A,Light Novel (7 vols),Dec 2003 - Aug 2008
32587,Asuka: Mahjong Garouden,N/A,Light Novel (1 vols),Feb 2010 - Feb 2010
32588,Mitsuwano,N/A,Light Novel (1 vols),Jun 2012 - Dec 2012
32589,GOD W（｀・ω・´）RLD - God World,N/A,Light Novel (2 vols),Dec 2013 - Apr 2014
32590,Complete Novice,N/A,Light Novel (5 vols),Dec 2013 - Feb 2015
32591,Bokura no 17-On!,N/A,Manga (4 vols),Mar 2012 - Jul 2015
32592,Tasogare no Toki,N/A,Light Novel (5 vols),Nov 2004 - Sep 2006
32593,School Democracy!,N/A,Light Novel (3 vols),Feb 2012 - Nov 2012
32594,Kimi ni mo Dekiru! Onnanoko Ipponzuri Manual,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
32595,Harmonizer Elion,N/A,Light Novel (4 vols),Nov 2002 - Feb 2004
32596,Silent Lovers,N/A,Light Novel (4 vols),Feb 2007 - Mar 2008
32597,Rail Wars! Nihon Kokuyuu Tetsudou Kouantai - The Revolver,N/A,Manga (3 vols),Nov 2012 - Feb 2015
32598,Rail Wars! Nihon Kokuyuu Tetsudou Kouantai,N/A,Light Novel (20 vols),Jan 2012 - Dec 2020
32599,Give Up!,N/A,Light Novel (3 vols),Jan 2009 - Feb 2010
32600,Fanatic Breakthrough,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
32601,Kohaku no Shinzou,N/A,Light Novel (1 vols),Sep 2005 - Sep 2005
32602,Tokyo Dennou Tanteidan,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
32603,Ginsen no Valkyria to Fuumon no Hime,N/A,Light Novel (6 vols),Dec 2012 - Mar 2014
32604,Koi to Senkyo to Chocolate: Stray Little Cat,N/A,Manga (6 vols),Mar 2011 - Nov 2013
32605,Kujira no Sora,N/A,Light Novel (4 vols),Sep 2006 - Nov 2007
32606,Ninku: Second Stage - Etonin-hen,N/A,Manga (12 vols),Sep 2005 - Sep 2011
32607,Snow Mist,N/A,Light Novel (4 vols),Jun 2009 - Jul 2010
32608,Dragon Lies,N/A,Light Novel (4 vols),Sep 2011 - Oct 2012
32609,Crow: Sandatsu no Shikkousha,N/A,Light Novel (1 vols),May 2013 - May 2013
32610,Dirty Christ Superstar,N/A,Manga (2 vols),Oct 2013 - Mar 2014
32611,Kenzen Robo Daimidaler,N/A,Manga (4 vols),Dec 2008 - Oct 2012
32612,Kenzen Robo Daimidaler OGS,N/A,Manga (4 vols),Oct 2013 - Jun 2016
32613,Oretachi no Chuunibyou wa Mada Hajimatta Bakari da!,N/A,Light Novel (3 vols),Apr 2013 - Jul 2014
32614,Suberu wo Itowazu,N/A,Manga (1 vols),Nov 2005 - Nov 2005
32615,Clotaku club!,N/A,Light Novel (9 vols),Feb 2012 - Mar 2014
32616,Kuina Passfinder,N/A,Light Novel (1 vols),Aug 2010 - Aug 2010
32617,Akuma ga Chigiru Hime to Kishi: Hanayome wo Dakkan Seyo,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
32618,Muffled Message,N/A,One-shot (? vols),Nov 2013 - Nov 2013
32619,Girls Solid Senders,N/A,Manga (? vols),Dec 2013 -
32620,Tadayou Shoko no Verte Terra,N/A,Light Novel (5 vols),Oct 2009 - Mar 2011
32621,Onna no Ie,N/A,Manga (8 vols),Dec 2012 - Sep 2016
32622,Tiger & Bunny: The Beginning,N/A,Manga (2 vols),Sep 2012 - Feb 2013
32623,Houkago Random Dungeon,N/A,Light Novel (1 vols),Nov 2010 - Nov 2010
32624,Crown Princess Project,N/A,Manhwa (? vols),2009 -
32625,Gakuen Kageki!,N/A,Light Novel (6 vols),May 2007 - Sep 2009
32626,Kirino-kun ni wa Kanojo ga Inai!?,N/A,Light Novel (1 vols),Jun 2010 - Jun 2010
32627,Kanojo wa Warlike,N/A,Light Novel (9 vols),Aug 2008 - Aug 2011
32628,Kanojo-tachi no Meshi ga Mazui 100 no Riyuu,N/A,Manga (2 vols),May 2013 - Mar 2014
32629,Kanojo-tachi no Meshi ga Mazui 100 no Riyuu,N/A,Light Novel (? vols),Aug 2012 -
32630,Cherrish: Suitei Mahou Shoujo,N/A,Light Novel (2 vols),Jul 2007 - Nov 2007
32631,Gakkou no Jikan - Hot na Onnanoko,N/A,Manga (2 vols),2010 - 2010
32632,Madousho ga Abarete Komattemasu.,N/A,Light Novel (3 vols),Dec 2011 - Jun 2012
32633,Mirai Saijiki: Bio no Mokushiroku,N/A,Manga (1 vols),Jan 2000 - Mar 2008
32634,Uraniwa no Kamisama,N/A,Light Novel (4 vols),Sep 2006 - Nov 2007
32635,Radical☆Princess,N/A,Light Novel (3 vols),Jan 2009 - Aug 2009
32636,Chikai no Hanki: Blood of Bahamut yori,N/A,Manga (? vols),Jul 2010 -
32637,Kanpeki na Level 99 nado Sonzai Shinai,N/A,Light Novel (4 vols),Nov 2012 - Mar 2014
32638,Kigu-tan: Kawaikute Kyouaku na ○○ Sha,N/A,Light Novel (1 vols),Apr 2009 - Apr 2009
32639,Koisuru Kimon no Protocol,N/A,Light Novel (3 vols),Jun 2010 - Mar 2011
32640,Tsuyoki na Himekishi-sama no Shitsukekata,N/A,Light Novel (2 vols),Nov 2013 - Jun 2014
32641,Yorozu Uranaidokoro: Onmyouya e Yokoso,N/A,Manga (? vols),Nov 2013 -
32642,Log Horizon: Nyanta Hanchou Shiawase no Recipe,N/A,Manga (6 vols),Dec 2012 - Mar 2018
32643,Ten ni Naki Hoshiboshi no Mure: Freda no Sekai,N/A,Light Novel (1 vols),Dec 2002 - Dec 2002
32644,Inside World,N/A,Light Novel (1 vols),Oct 2005 - Oct 2005
32645,Hikikomori-tachi ni Ore no Seishun ga Honrou Sareteiru,N/A,Light Novel (3 vols),Dec 2013 - Aug 2014
32646,Retro Game Master Shibusawa,N/A,Light Novel (3 vols),Aug 2011 - May 2012
32647,Home for Lost Children,N/A,One-shot (? vols),Jul 2010 - Jul 2010
32648,Ore to Kanojo no Battle wa Living de,N/A,Light Novel (3 vols),Dec 2013 - Sep 2014
32649,Meminisse: Sai x Rai,N/A,One-shot (? vols),Oct 2013 - Oct 2013
32650,E.A.r.T.h ∞,N/A,Manga (? vols),Jul 2010 - Apr 2011
32651,Shirakawa Hisui no Himegoto,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
32652,Heart Throbbing Holidays - Are You Ready?,N/A,One-shot (? vols),2012 - 2012
32653,Ayakashi Koi Kitan,N/A,Manga (1 vols),-
32654,Hey! Riki,N/A,Manga (27 vols),-
32655,Sh@pple,N/A,Light Novel (9 vols),Mar 2008 - May 2010
32656,Kyou mo Ocarina wo Fuku Yotei wa Nai,N/A,Light Novel (3 vols),Jul 2009 - Jun 2010
32657,Toshokan Kyuuseishu Club,N/A,One-shot (? vols),Dec 2013 - Dec 2013
32658,Senjou no Mahoutsukai,N/A,Manga (4 vols),Dec 2013 - Mar 2016
32659,Kareshi tte Doko ni Ittara Kaemasu no!?,N/A,Manga (4 vols),Mar 2011 - Jan 2016
32660,Minase Youmu to Hontou wa Kowai Cthulhu Shinwa,N/A,Manga (3 vols),Mar 2013 - Apr 2014
32661,Tsuchi Zokusei wa Date ja Nai!,N/A,Light Novel (7 vols),Nov 2009 - Oct 2011
32662,Salon H,N/A,Manhwa (? vols),Jun 2012 - Oct 2013
32663,Galge Master Shiina,N/A,Light Novel (3 vols),Apr 2010 - May 2011
32664,Shinitakunakereba XX!,N/A,Light Novel (2 vols),Jan 2012 - Aug 2012
32665,Shinanai Otoko ni Koishita Shoujo,N/A,Light Novel (7 vols),Jun 2008 - Dec 2010
32666,Gakuen Noise,N/A,Manga (4 vols),2003 - 2003
32667,Kouen no Crossmagia: Kurueru Ryuu to Saiyaku no Majo,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
32668,My Heaven,N/A,One-shot (? vols),2012 - 2012
32669,Panatea Itan,N/A,Light Novel (5 vols),Oct 2013 - Jan 2015
32670,Oh Kousuke yo, Erabenai to wa Nasakenai!,N/A,Light Novel (2 vols),Nov 2011 - Apr 2012
