Rank,Title,Score,Chapters/Volumes,Published
15345,Hakoniwa Oukoku no Craft Master,6.14,Manga (5 vols),Feb 2016 - Dec 2018
15346,Strike or Gutter,6.14,Manga (6 vols),Jul 2018 - Mar 2021
15347,Kagaku to Mahou no Kakutouka-tachi,6.14,One-shot (? vols),Jul 2019 - Jul 2019
15348,Doryoku Shisugita Sekai Saikyou no Butouka wa, Mahou Sekai wo Yoyuu de Ikinuku.,6.14,Manga (? vols),Jul 2018 -
15349,Ura Account Joshi,6.14,Manga (3 vols),Sep 2019 - Jun 2021
15350,Destiny Lovers,6.14,Manga (? vols),Apr 2020 -
15351,Shinigami Saikoro Game,6.14,Manga (3 vols),Dec 2019 - Jun 2020
15352,Around 40 Shachiku no Golem Master,6.14,Manga (? vols),Feb 2018 -
15353,Zombies,6.14,Manga (? vols),Apr 2017 - Apr 2017
15354,A Useless Villain,6.14,Manhwa (? vols),Feb 2021 - Jan 2022
15355,Yume Onna,6.14,One-shot (? vols),Dec 2013 - Dec 2013
15356,Warashibe Tantei Numa Shichirou,6.14,One-shot (? vols),Feb 2013 - Feb 2013
15357,Magazine Heroines on the Beach,6.14,One-shot (? vols),Jul 2014 - Jul 2014
15358,Tokarev no Ayaui Shiro,6.14,Manga (2 vols),2010 - 2012
15359,Comics Underground Japan,6.14,Manga (1 vols),1981 - 1996
15360,Maji Bura!?,6.14,Manga (2 vols),Dec 2010 - Oct 2012
15361,Crash Bandicoot Dansu! de Jump! na Daibouken,6.14,Manga (2 vols),Dec 1997 - Feb 1999
15362,Change☆Idol,6.14,One-shot (? vols),Apr 2012 - Apr 2012
15363,Mayonaka ni Binetsu,6.14,One-shot (? vols),2013 - 2013
15364,Mouryo Kiden,6.14,Manga (3 vols),1994 -
15365,D no Fuuin,6.14,Manga (1 vols),Jun 1999 - Sep 1999
15366,Destruction Princess,6.14,Manga (3 vols),Dec 2003 - Oct 2006
15367,Bestia,6.14,Manga (4 vols),1999 - 2004
15368,Mist Story,6.14,Manga (1 vols),May 1991 - Aug 1992
15369,Like a Flower,6.14,One-shot (? vols),-
15370,Daiou,6.14,Manga (1 vols),Sep 1993 - 1999
15371,Inu Usa Neko,6.14,Doujinshi (1 vols),Dec 2003 - Dec 2003
15372,Dr. Dead,6.14,One-shot (? vols),-
15373,Jump Super Stars,6.14,One-shot (? vols),2005 - 2005
15374,Shin Devilman,6.14,Manga (1 vols),May 1979 - May 1981
15375,Pieces of You,6.14,One-shot (? vols),2004 - 2004
15376,...Curtain.: Sensei to Kiyoraka ni Dousei,6.13,Manga (1 vols),Oct 2006 - Oct 2006
15377,Iinari! Aibration,6.13,Manga (4 vols),2007 - Jun 2010
15378,Tenkyuugi,6.13,One-shot (? vols),Sep 2005 - Sep 2005
15379,Cloverfield/Kishin,6.13,Manga (1 vols),Jan 2008 - May 2008
15380,Idenshi Level Tsurugi,6.13,Manga (1 vols),Dec 2003 - Dec 2003
15381,Futari no Tame ni Sekai wa Aru no.,6.13,Manga (1 vols),Jan 1995 - Sep 1997
15382,Hachimitsu Shounen,6.13,Manga (1 vols),2003 - 2003
15383,Tenshun,6.13,One-shot (? vols),Jan 2007 - Jan 2007
15384,Love You!,6.13,Manga (4 vols),Feb 2010 - Oct 2012
15385,Youkai Banchou,6.13,Manga (7 vols),Jan 2015 - Apr 2017
15386,Red Sprite,6.13,Manga (2 vols),Aug 2016 - Nov 2016
15387,Oshiego ni Kyouhaku sareru no wa Hanzai desu ka?,6.13,Manga (3 vols),Jun 2018 - Nov 2019
15388,Tsuyuki-san wa Furaretenai,6.13,Manga (? vols),Oct 2018 - Oct 2018
15389,Machigatta Light Novel no Tsukurikata,6.13,Manga (1 vols),Jul 2009 - Mar 2010
15390,Mika ni Harassment,6.13,Manga (1 vols),Mar 2005 - Mar 2005
15391,Hakui no Kanojo,6.13,Manga (6 vols),Jul 2009 - May 2017
15392,Hakushi no Fukakai na Yaen,6.13,Manga (1 vols),2011 -
15393,Sensei to Ikenai H,6.13,Manga (1 vols),-
15394,Futatabi,6.13,One-shot (? vols),Aug 1985 - Aug 1985
15395,Buffalo 5-nin Musume,6.13,Manga (1 vols),2013 - 2013
15396,Hatsukoi Monster,6.13,Manga (? vols),Jan 2013 -
15397,Uchi no Musume ni Te wo Dasuna!: Oyako Heroine Funtousu,6.12,Manga (3 vols),Jan 2014 - May 2015
15398,Doukyuusei no Macho-kun,6.12,Manga (2 vols),Feb 2014 - Dec 2014
15399,Kyousei Harem Keiyaku,6.12,Manga (3 vols),Oct 2014 - Oct 2015
15400,Ghost Heights Kanri Kumiai,6.12,One-shot (? vols),Jan 2015 - Jan 2015
15401,S Rare Soubi no Niau Kanojo,6.12,Manga (9 vols),Dec 2015 - Aug 2019
15402,Omujo!,6.12,Manga (2 vols),Dec 2016 - Feb 2019
15403,Isekai Cheat Magician,6.12,Manga (? vols),Dec 2016 -
15404,Hentai Elf to Majime Orc,6.12,Manga (1 vols),Oct 2016 - Jan 2018
15405,Waltz,6.12,One-shot (? vols),Feb 2017 - Feb 2017
15406,Fujiko no Kimyou na Shoseijutsu: Whitesnake no Gosan,6.12,One-shot (? vols),Dec 2021 - Dec 2021
15407,Watashi no... Megane-kun,6.12,Manga (7 vols),Jul 2001 - Nov 2003
15408,Hoshi no Kuni,6.12,One-shot (? vols),Sep 2009 - Sep 2009
15409,Iigakari Neesan,6.12,One-shot (? vols),Apr 2005 - Apr 2005
15410,Linda,6.12,One-shot (? vols),2000 - 2000
15411,Kurenai Kuraki,6.12,One-shot (? vols),Oct 2008 - Oct 2008
15412,Yuutousei to Himitsu no Oshigoto,6.12,Manga (? vols),Mar 2018 -
15413,Alcafus,6.12,Manga (4 vols),Jul 2018 - Feb 2021
15414,Orc Henshuu to Onna Kishi Mangaka-san,6.12,Manga (3 vols),Nov 2017 - Mar 2019
15415,Kyoushitsu Jibaku Club,6.11,Manga (3 vols),Dec 2017 - Aug 2018
15416,Aruji no Kigen,6.11,One-shot (? vols),Jan 2013 - Jan 2013
15417,13-nin no Short Suspense & Horror,6.11,Manga (1 vols),Jul 1996 - Jul 1996
15418,Kuromachi,6.11,Manga (3 vols),Jan 2014 - Oct 2016
15419,Shibuya Kingyo,6.11,Manga (11 vols),Sep 2016 - Apr 2021
15420,Grashros,6.11,Manga (5 vols),Jul 2017 - Aug 2018
15421,Gantz no Moto: Oku Hiroya to SF Eiga Monogatari,6.11,One-shot (? vols),Jan 2011 - Jan 2011
15422,Sunshine,6.11,One-shot (? vols),Jul 2012 - Jul 2012
15423,Girls' Lives,6.11,One-shot (? vols),Oct 2008 - Oct 2008
15424,Baby Birth,6.11,Manga (2 vols),May 2001 - Aug 2002
15425,Spider-Man,6.11,Manga (8 vols),Jan 1970 - Sep 1971
15426,AR: Wasurerareta Natsu,6.11,Manga (? vols),Mar 2006 - Jul 2006
15427,Cherish,6.11,One-shot (? vols),Apr 2004 - Apr 2004
15428,P=NP?,6.11,One-shot (? vols),Jun 1995 - Jun 1995
15429,Eiken,6.10,Manga (18 vols),2001 - 2004
15430,Black Magic,6.10,Manga (1 vols),Feb 1983 - Feb 1983
15431,Yuuhi Romance,6.10,Manga (1 vols),Jun 2005 - Dec 2006
15432,Talking Arrogantly,6.10,One-shot (? vols),Apr 2006 - Apr 2006
15433,eco,6.10,Doujinshi (1 vols),2007 - 2007
15434,Ame Tokidoki Koi Moyou,6.10,One-shot (? vols),Apr 2013 - Apr 2013
15435,Angel Game: Sayonara to Mirai no Kakera,6.10,Manga (2 vols),Jun 2011 - Sep 2011
15436,Libidors,6.10,Manga (7 vols),Nov 2018 - Jul 2020
15437,Onegai, Nugashite.,6.10,Manga (? vols),Aug 2019 -
15438,Yuusha Shoutai: Kamoku Yuusha wa Nagasarenai,6.10,Manga (? vols),Apr 2021 -
15439,Nishuume Cheat no Tensei Madoushi: Saikyou ga 1000-nengo ni Tensei shitara, Jinsei Yoyuu sugimashita,6.10,Manga (? vols),Sep 2020 -
15440,Aka no Haikyo,6.10,Manga (1 vols),Aug 2009 - Dec 2010
15441,Unreal Sunshine,6.10,One-shot (? vols),2006 - 2006
15442,Astro,6.10,One-shot (? vols),Jun 2012 - Jun 2012
15443,Nejimage Factor,6.10,Manga (6 vols),Mar 2014 - May 2018
15444,Yumeoi,6.10,One-shot (? vols),Aug 2015 - Aug 2015
15445,Toilet ga Hanako-san,6.10,One-shot (? vols),Apr 2013 - Apr 2013
15446,Qtμt,6.10,Manga (? vols),Jul 2016 -
15447,Aranagi-sama,6.10,One-shot (? vols),May 2016 - May 2016
15448,Iroenose.,6.09,Doujinshi (1 vols),Aug 2014 - Aug 2014
15449,Gokujou Beef Curry, Himitsu-iri,6.09,Manga (1 vols),Feb 2013 - Oct 2013
15450,Cryptic White,6.09,One-shot (? vols),Mar 2014 - Mar 2014
15451,Majo no Yaen,6.09,One-shot (? vols),Sep 2013 - Sep 2013
15452,Watashi no Fushidara,6.09,Manga (2 vols),Nov 2015 - Dec 2016
15453,.traeH,6.09,One-shot (? vols),Oct 2008 - Oct 2008
15454,Present Koukan wa Kiken na Kaori...!?,6.09,One-shot (? vols),Aug 2013 - Aug 2013
15455,30-sai, Shojo OL,6.09,Manga (1 vols),Dec 2013 - Dec 2013
15456,Truth,6.09,One-shot (? vols),Nov 2011 - Sep 2012
15457,PQ Angels,6.09,Manga (1 vols),Sep 1997 - Dec 1997
15458,Cha Chu Cho,6.09,One-shot (? vols),2000 - 2000
15459,ChäoS;HEAd,6.09,Manga (1 vols),Aug 2008 - May 2009
15460,I Love My Sister's Boyfriend,6.09,One-shot (? vols),2000 - 2000
15461,Leona Explosion,6.09,Manga (1 vols),2007 - 2008
15462,Meteor,6.09,Manga (3 vols),2008 - 2011
15463,Gemsilica,6.09,Doujinshi (? vols),1995 - 1995
15464,Koutetsu Jeeg,6.09,Manga (2 vols),Sep 1975 - Jul 1976
15465,Kokoro Photography,6.09,One-shot (? vols),Oct 2011 - Oct 2011
15466,Best Couple,6.09,Manhwa (? vols),-
15467,Queen's Blade: Rurou no Senshi,6.09,Manga (3 vols),2008 -
15468,Jacarandá,6.09,Manga (1 vols),Oct 2002 - Dec 2004
15469,Saiko Kuro,6.09,Manga (1 vols),Sep 2017 - Feb 2018
15470,Isekai de Saikyou no Tsue ni Tensei shita Ore ga Iyagaru Shoujo wo Muriyari Mahou Shoujo ni P suru!,6.09,Manga (5 vols),Mar 2017 - Mar 2019
15471,Renai Kinshi Gakuen,6.09,Manga (2 vols),Apr 2018 - Jun 2019
15472,Homeless Tensei: Isekai de Jiyuu Sugiru Jikyuu Jisoku Seikatsu,6.09,Manga (? vols),Oct 2018 -
15473,Otaku no Tonari wa Elf desu ka?,6.09,Manga (5 vols),Jul 2019 - Mar 2021
15474,Kingdom of the Z,6.09,Manga (6 vols),Nov 2018 - Oct 2021
15475,Koukando ga Mieru You ni Natta n daga, Heroine ga Count Stop shiteiru Ken,6.09,Manga (2 vols),Nov 2019 - Oct 2020
15476,Peach Milk Crown,6.08,Manga (4 vols),Jan 2018 - Feb 2019
15477,Futago, Futagokoro.,6.08,Manga (2 vols),Oct 2018 - Oct 2019
15478,Himenospia,6.08,Manga (8 vols),Mar 2017 - Apr 2021
15479,Tokushu Seiheki Kyoushitsu e Youkoso,6.08,Manga (? vols),Oct 2018 -
15480,Ouhi-sama wa Toubouchuu,6.08,Manga (1 vols),May 2017 - Nov 2017
15481,Shinigami Musume wa Peropero Shitai,6.08,Manga (? vols),Aug 2020 -
15482,Haru-nee ga Boku ni xx Suru Riyuu,6.08,Manga (2 vols),Jan 2013 - Jan 2014
15483,Gringo 2061,6.08,Manga (? vols),Mar 2013 - Nov 2013
15484,Tadashikunai Renai no Susume,6.08,Manga (1 vols),Jun 2013 - Dec 2013
15485,Inugami-san to Sarutobi-kun wa Naka ga Warui.,6.08,Manga (3 vols),Feb 2014 - Aug 2015
15486,Animal Joe,6.08,Manga (1 vols),Dec 2006 - Mar 2008
15487,Ijousha no Ai,6.08,Manga (6 vols),Apr 2017 - Sep 2018
15488,Boku no Geboku ni Nare!,6.08,Manga (1 vols),Apr 2013 - Feb 2014
15489,Sora no Seibun,6.08,Manga (1 vols),1997 - 1997
15490,Mosaic Man,6.08,One-shot (? vols),2003 - 2003
15491,Shikotama,6.08,Manga (1 vols),Sep 2002 - Feb 2003
15492,Forest Bear,6.08,One-shot (? vols),2008 - 2008
15493,Mappa Teacher,6.08,One-shot (? vols),-
15494,Princess Tutu,6.07,Manga (2 vols),Aug 2002 - May 2003
15495,Lost Child,6.07,Manga (1 vols),Jul 1993 - Jul 1995
15496,Hoshi ni Negau,6.07,One-shot (? vols),Jun 2003 - Jun 2003
15497,Oni: 2889-nen no Hanran,6.07,Manga (1 vols),Oct 1971 - Oct 1971
15498,Narikiri Anko-chan,6.07,One-shot (? vols),-
15499,Karakasa no Saien,6.07,Manga (2 vols),Dec 2007 - Jun 2010
15500,Change Boy,6.07,One-shot (? vols),2008 - 2008
15501,Suna no Meiro,6.07,Manga (1 vols),Sep 2010 - Sep 2010
15502,Liar Kiss,6.07,One-shot (? vols),Nov 2013 - Nov 2013
15503,Sacharias no Me,6.07,One-shot (? vols),May 2013 - May 2013
15504,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,6.07,Manga (4 vols),Dec 2017 - Sep 2019
15505,Arata Primal,6.07,Manga (4 vols),Feb 2019 - Nov 2019
15506,Himari no Mawari,6.07,Manga (3 vols),Nov 2018 - Jun 2020
15507,Narikawari,6.07,Manga (6 vols),Feb 2018 - Aug 2019
15508,Isekai Tensei... saretenee!,6.07,Manga (? vols),Aug 2019 -
15509,Horeshou no Half Elf-san the Comic,6.07,Manga (? vols),Jun 2019 -
15510,Zettai ni Damage wo Ukenai Skill wo Moratta node, Boukensha toshite Musou shitemiru,6.07,Manga (? vols),Jun 2020 -
15511,Anamorphosis no Meijuu,6.07,Manga (1 vols),Dec 2008 - Jun 2010
15512,Rugged Nymphomania,6.07,Manga (1 vols),2003 - 2003
15513,Shinjuu Muri,6.07,One-shot (? vols),Nov 2014 - Nov 2014
15514,Chingiri,6.07,One-shot (? vols),Apr 2017 - Apr 2017
15515,Tama Kick,6.07,Manga (5 vols),Jun 2017 - Oct 2019
15516,Babel no Toshokan,6.06,Manga (1 vols),Mar 2012 - Sep 2013
15517,Drump,6.06,One-shot (? vols),Nov 2013 - Nov 2013
15518,Look at Me,6.06,One-shot (? vols),Jan 2014 - Jan 2014
15519,Yoshihime to Ushio,6.06,One-shot (? vols),Jun 2014 - Jun 2014
15520,Dirty Work,6.06,One-shot (? vols),Dec 1997 - Dec 1997
15521,Himitsu - H na Naishobanashi,6.06,Manga (1 vols),Dec 2002 - Dec 2002
15522,Undertrain,6.06,One-shot (? vols),-
15523,Wendy,6.06,Manga (1 vols),1996 - 1997
15524,Mahou Onna ga Kuru,6.06,Manga (1 vols),2010 -
15525,Seikimatsu Occult Gakuin,6.06,Manga (1 vols),2010 - 2011
15526,Akutou II,6.06,Manga (1 vols),1992 - 1992
15527,Ainaki Kekkon,6.06,Manga (1 vols),2004 - 2004
15528,Holy Knight,6.06,Manga (? vols),2011 -
15529,Kachuu no Ou,6.06,One-shot (? vols),2011 - 2011
15530,Junshoku Madara Nikki,6.06,Manga (? vols),Jun 2012 - Oct 2012
15531,Kami Skill "Kokyuu" Suru dake de Level Up Suru Boku wa, Kamigami no Dungeon e Idomu.,6.06,Manga (? vols),Dec 2019 -
15532,Hagure Idol Jigoku-hen Gaiden: Princess Sarah,6.05,Manga (1 vols),Apr 2015 - Dec 2015
15533,Full Drive,6.05,Manga (3 vols),Oct 2017 - Feb 2018
15534,Ziga,6.05,Manga (2 vols),Mar 2018 - Jun 2018
15535,Hina-chan no Koi,6.05,One-shot (? vols),Aug 2012 - Aug 2012
15536,Tackle Shoujo,6.05,One-shot (? vols),Sep 2013 - Sep 2013
15537,Majo-san to Issho,6.05,One-shot (? vols),Dec 2013 - Dec 2013
15538,Hakanakumo.,6.05,One-shot (? vols),Apr 2012 - Apr 2012
15539,Yugawara-kun wa Ooyamada Danshi Koukou de Moteru Houhou wo Kangaeteita ga,6.05,Manga (3 vols),Aug 2014 - Jul 2015
15540,Densetsu no Buki wa Omokute Motenai.,6.05,Manga (? vols),Aug 2017 - Sep 2017
15541,Itokoi Chidori,6.05,Manga (2 vols),Apr 2010 - Jul 2011
15542,Ghostrong,6.05,One-shot (? vols),Dec 2011 - Dec 2011
15543,Narcissus Tomo-chan,6.05,One-shot (? vols),2012 - 2012
15544,Koisuru Edison,6.05,Manga (3 vols),Feb 2013 - Jul 2013
15545,Mahou de Chocolat,6.05,One-shot (? vols),Apr 2013 - Apr 2013
15546,Fushigi no Kuni no Miyuki-chan,6.05,Manga (1 vols),Mar 1993 - Jun 1995
15547,White Day,6.05,Manhwa (? vols),-
15548,Burn-Up: Excess & W,6.04,Manga (1 vols),1996 -
15549,Shoujo Tsubaki,6.04,Manga (1 vols),Sep 1984 - Sep 1984
15550,Guzu na Onna bakari ja Nai ze,6.04,Manga (1 vols),1996 - 1997
15551,God's in His Heaven,6.04,One-shot (? vols),-
15552,Two Smiling Faces,6.04,One-shot (? vols),2005 - 2005
15553,Hirahira-kun Seishun Jingi,6.04,Manga (1 vols),Apr 1975 - Mar 1976
15554,Toutetsu,6.04,One-shot (? vols),Aug 2007 - Aug 2007
15555,Zettai Fukujuu Game,6.04,Manga (1 vols),Aug 2013 - Feb 2014
15556,JC no Life!,6.04,Manga (2 vols),May 2014 - Jun 2017
15557,Aibu de Jirashite,6.04,Manga (1 vols),Jan 2009 - Jan 2012
15558,Nishino: Gakunai Caste Saikai ni shite Inou Sekai Saikyou no Shounen,6.04,Manga (3 vols),Mar 2019 - May 2020
15559,Shiori no Nikki,6.04,Manga (3 vols),Feb 2019 - Dec 2020
15560,Isekai Saikyou no Daimaou, Tenseishi Boukensha ni Naru,6.04,Manga (? vols),Oct 2020 -
15561,Necossas: Six,6.04,Manga (1 vols),2003 - 2003
15562,Hatsukoi Lovers,6.04,One-shot (? vols),Jul 2012 - Jul 2012
15563,Anata no Danna Uwaki shitemasu yo,6.04,Manga (3 vols),Apr 2017 - Jan 2019
15564,Fukushoku Joshi,6.03,Doujinshi (1 vols),May 2015 - May 2015
15565,Hissatsu! Pai-pai Talk,6.03,Manga (1 vols),Oct 2015 - Jul 2016
15566,Namida-kun to Namida-chan,6.03,Doujinshi (1 vols),Oct 2014 - Oct 2014
15567,Dekisokonai no Monster Trainer,6.03,Manga (4 vols),Jun 2016 - Apr 2018
15568,βl@ck★OUT,6.03,Manga (3 vols),Sep 2014 - Aug 2016
15569,MÄR Omega,6.03,Manga (4 vols),Sep 2006 - Jun 2007
15570,Yuutai Nova,6.03,Manga (2 vols),Jun 2007 - Apr 2008
15571,Akikan!,6.03,Manga (1 vols),Oct 2008 - Apr 2009
15572,Happy Valentine,6.03,One-shot (? vols),Feb 2008 - Feb 2008
15573,Kiss no Tochuu,6.03,Manga (1 vols),Apr 2003 - Apr 2003
15574,Thirsty,6.03,One-shot (? vols),2007 - 2007
15575,Her Desire,6.03,One-shot (? vols),2009 -
15576,Waza no Tabibito,6.03,Manga (1 vols),2011 - 2011
15577,Medicine,6.03,One-shot (? vols),May 2013 - May 2013
15578,Ne0;lation,6.03,Manga (3 vols),Dec 2018 - Apr 2019
15579,Tenshi wa Nido, Uso wo Tsuku,6.03,Manga (? vols),Jan 2019 - Aug 2019
15580,Kowloons' Ball Parade,6.03,Manga (3 vols),Feb 2021 - Jul 2021
15581,Detain,6.02,Manhwa (1 vols),Sep 2016 - Dec 2016
15582,09Summer,6.02,Doujinshi (1 vols),Aug 2009 - Aug 2009
15583,Ichigo 100%: East Side Story,6.02,Manga (? vols),Apr 2017 - Jul 2017
15584,Helvetica,6.02,Manga (4 vols),May 2017 - Mar 2018
15585,Digimon Chronicle,6.02,Manga (1 vols),Aug 2003 - Nov 2003
15586,Saikou Densetsu,6.02,One-shot (? vols),-
15587,Captain Tsubasa Travelling in Europe,6.02,One-shot (? vols),1985 - 1985
15588,Sexual Hunter Riot,6.02,Manga (5 vols),Dec 2011 - Mar 2014
15589,Kozukuri no Houhou Ooshieshimasu.,6.02,One-shot (? vols),Oct 2012 - Oct 2012
15590,Sensei no Okiniiri!,6.02,Manga (1 vols),Apr 2004 - Apr 2004
15591,Hayabusa,6.02,Manga (1 vols),2005 -
15592,Kurofune,6.02,Manga (1 vols),2001 - 2001
15593,Gunhed,6.01,Manga (1 vols),1989 - 1989
15594,Yuuwaku,6.01,One-shot (? vols),Jan 2006 -
15595,Kakioroshi Manga Bangai-hen: Valentine Special,6.01,One-shot (? vols),Feb 2009 - Feb 2009
15596,Toaru Around Thirty no Mousouroku,6.01,Manga (? vols),Jun 2013 - Jul 2013
15597,Joucho wo Mechakucha ni Shitekuru Onna,6.01,Manga (? vols),Dec 2021 - Jan 2022
15598,Beast Children,6.01,Manga (3 vols),May 2019 - Dec 2019
15599,Tsutaou,6.01,Manga (1 vols),Apr 2017 - Oct 2017
15600,Bishoujo Senshi 04R1,6.01,Manga (? vols),Oct 2017 -
15601,Assassin's Creed Valhalla x Vinland Saga,6.01,One-shot (? vols),Oct 2020 - Oct 2020
15602,Magen Senki: Cyber Momotarou,6.01,Manga (1 vols),1989 - 1991
15603,Unreal Sundown,6.01,One-shot (? vols),- 2009
15604,Yome♂,6.01,One-shot (? vols),2010 - 2010
15605,Wings,6.01,Manhua (? vols),2007 - 2007
15606,Chopperman,6.01,Manga (5 vols),Dec 2012 - Jan 2014
15607,Kasouba no Nai Machi ni Kane ga Naru Toki,6.01,Manga (14 vols),Feb 2014 - Feb 2019
15608,1-Day Idol,6.01,One-shot (? vols),Aug 2014 - Aug 2014
15609,Dragon's Dogma Progress,6.00,Manga (2 vols),Apr 2013 - Jun 2014
15610,Kaiji Gaiden,6.00,One-shot (? vols),Jun 1997 - Jun 1997
15611,Fukumaden,6.00,Manga (1 vols),May 2016 - Jul 2019
15612,Black Kanojo,6.00,Manga (4 vols),Oct 2015 - May 2017
15613,Ore no Aneki wa Kioku Soushitsu: Sex tte Nani?,6.00,Manga (4 vols),May 2013 - Feb 2014
15614,Mushoku Kyousei Shuuyoujo,6.00,Manga (6 vols),Jul 2016 - Oct 2018
15615,Jikkyou!! Izumi-kun no Koi Moyou,6.00,Manga (2 vols),Apr 2017 - Jul 2018
15616,Yappari♥Idol,6.00,One-shot (? vols),Sep 2007 - Sep 2007
15617,Be Our Guest,6.00,Manga (? vols),Jun 2009 - Jun 2009
15618,Pink de Pink,6.00,Manga (1 vols),Jun 2007 - Aug 2008
15619,Cherry Lip,6.00,One-shot (? vols),2008 - 2008
15620,Toriko no Onnanoko (15 Sai),6.00,One-shot (? vols),Oct 2008 - Oct 2008
15621,Onaidoshi no Oneesan,6.00,One-shot (? vols),Jan 2014 - Jan 2014
15622,Kyoufu Kansen,6.00,Manga (1 vols),Aug 2006 - Aug 2006
15623,8.1: Yamada Yuusuke Gekijou,6.00,Manga (2 vols),Nov 2009 - Oct 2010
15624,Atatta Hitotachi,6.00,One-shot (? vols),Jul 2003 - Jul 2003
15625,Cheer Cheer,6.00,Manga (1 vols),2008 - 2008
15626,Kobako no Tegami,6.00,One-shot (? vols),Nov 2010 - Nov 2010
15627,Are na Kare to no Kurashikata,6.00,One-shot (? vols),Feb 2013 - Feb 2013
15628,Ai Container,6.00,One-shot (? vols),Mar 2013 - Mar 2013
15629,Dakimakura to wa Kekkon Dekinai!,6.00,Manga (1 vols),Jul 2016 - Jan 2017
15630,Build King,5.99,One-shot (? vols),Apr 2018 - Apr 2018
15631,Desuraba,5.99,Manga (8 vols),Feb 2018 - Apr 2020
15632,Satou-kun wa Miteiru.: Kamisama Appli de Onnanoko no Kokoro wo Nozoitara Do xx Datta,5.99,Manga (1 vols),Jul 2017 - Mar 2018
15633,Anata ni Sasageru Akai Bara,5.99,Manga (2 vols),Jun 2019 - Jan 2021
15634,Saikou na Atashi no Saikyou na Rokudenashi Kouryakuhou,5.99,Manga (2 vols),Oct 2019 - Feb 2021
15635,01,5.99,Manga (3 vols),Apr 1999 - Mar 2000
15636,For Someone,5.99,One-shot (? vols),Feb 1997 - Feb 1997
15637,Kamuko,5.99,One-shot (? vols),Jun 2003 - Jun 2003
15638,Gunmania,5.99,Manga (? vols),1999 - Jan 2000
15639,Chichi Chichi,5.99,Manga (? vols),Oct 2013 -
15640,Rengoku no Joou,5.99,One-shot (? vols),2010 -
15641,♂Docchi♀,5.99,One-shot (? vols),Jan 2011 - Jan 2011
15642,Hidari no Futari,5.99,One-shot (? vols),-
15643,Shuugaku Ryokou no Yoru,5.99,One-shot (? vols),Oct 2011 - Oct 2011
15644,Corpse Party: Musume,5.98,Manga (3 vols),Aug 2010 - Jul 2012
15645,No Bra, No Panties, No Future,5.98,One-shot (? vols),Aug 2010 - Aug 2010
15646,Aoi Tori no Shinwa: Blue Myth Overture,5.98,Manga (1 vols),1991 - 1992
15647,Naisho no Otome Revolver,5.98,Manga (1 vols),Dec 2010 - Aug 2011
15648,Natsu da! Hanabi da! Otoko no koni wa Yukata da!,5.98,One-shot (? vols),Jul 2011 - Jul 2011
15649,Oshioki Shaman Musume,5.98,One-shot (? vols),-
15650,Succubus Gakuen no Inu!!,5.98,Manga (? vols),Oct 2018 -
15651,Osananajimi no Mune ga Ookiku Natta no wa Ore no Sei kamo Shirenai,5.98,One-shot (? vols),Apr 2020 - Apr 2020
15652,Zennin Ossan, Umarekawattara SSS-Rank Jinsei ga Kakutei shita,5.98,Manga (? vols),Apr 2019 -
15653,Kami no Techigai de Shindara Cheat Gun Tsumi de Isekai ni Hourikomaremashita,5.98,Manga (? vols),Jan 2020 -
15654,Ekrano,5.98,One-shot (? vols),May 2012 - May 2012
15655,Ankoku Shinwa,5.98,Manga (1 vols),May 1976 - Jun 1976
15656,Natsu no Owari,5.98,One-shot (? vols),Sep 2014 - Sep 2014
15657,Kamasutra,5.97,Manga (4 vols),Mar 1990 - Nov 1990
15658,Longtime Lovers,5.97,One-shot (? vols),Jan 2006 - Jan 2006
15659,Gareki no Eden,5.97,Manga (1 vols),-
15660,Anjuu no Chi,5.97,Manga (2 vols),Nov 2000 - Sep 2002
15661,Hiroko at After School,5.97,One-shot (? vols),2009 - 2009
15662,1 Love 9,5.97,Manga (3 vols),Jan 2008 - Feb 2010
15663,Mouhitsu Hallucination,5.97,Manga (3 vols),Aug 2009 - Dec 2011
15664,Heart no Ace,5.97,Manga (1 vols),Aug 1975 - Sep 1975
15665,Magic: The Gathering - Magic Gakuen Seitokai,5.97,One-shot (? vols),-
15666,Cyborg 009 VS Devilman: Breakdown,5.97,Manga (1 vols),Oct 2015 - Feb 2016
15667,Nekokan.Batch,5.97,One-shot (? vols),Dec 2015 - Dec 2015
15668,Golem Hearts,5.97,Manga (2 vols),Oct 2017 - Feb 2018
15669,Skeeter Rabbit!!,5.96,Manga (2 vols),Sep 2018 - Aug 2019
15670,Tanaka no Atelier: Nenrei=Kanojo Inai Reki no Mahoutsukai,5.96,Manga (5 vols),Aug 2019 - Jun 2021
15671,Exon Depot,5.96,Manga (1 vols),1992 - 1998
15672,Mukashi no Hanashi,5.96,One-shot (? vols),May 2014 - May 2014
15673,Blue,5.96,Manga (1 vols),Dec 1991 - Dec 1991
15674,Shoujo no Jikan,5.96,Manga (1 vols),2009 - 2009
15675,Beside the One Next to You,5.96,Manhua (? vols),2008 - 2008
15676,-SINS-,5.96,One-shot (? vols),Jul 2011 - Jul 2011
15677,Sora-Roma!,5.96,One-shot (? vols),2012 - 2012
15678,Cinderella Knight,5.96,Manga (2 vols),Sep 1981 - Apr 1982
15679,Eien no Mae,5.96,One-shot (? vols),Feb 2013 - Feb 2013
