Rank,Title,Score,Chapters/Volumes,Published
12653,Versailles of the Dead,6.59,Manga (5 vols),Jan 2016 - Oct 2020
12654,Akuma ni Chic x Hack,6.59,Manga (2 vols),Mar 2016 - Oct 2016
12655,Oni-Deka!,6.59,Manga (7 vols),Dec 2015 - May 2018
12656,Asmodeus wa Akiramenai,6.59,Manga (? vols),May 2017 -
12657,Jisatsuya Honpo,6.59,One-shot (? vols),Aug 2015 - Aug 2015
12658,Tonari no Baka to Tsuzuku Uso,6.59,Manga (1 vols),Jan 2016 - Feb 2017
12659,Hachi: Tokyo 23-ku,6.59,Manga (3 vols),Sep 2013 - Feb 2014
12660,Maou sa,6.59,One-shot (? vols),Feb 2010 - Feb 2010
12661,Hundred,6.59,Manga (2 vols),Nov 2013 - Dec 2014
12662,Jigoku Koi Suchou,6.59,Manga (2 vols),Jul 2012 - Sep 2013
12663,Itoko Doushi wa Kamo no Aji,6.59,One-shot (? vols),Jul 2008 - Jul 2008
12664,Apartmate,6.59,Manga (2 vols),2004 - Mar 2015
12665,Acute,6.59,Manga (1 vols),Oct 2013 - Oct 2014
12666,Christmas ni Omoi wo Nosete,6.59,One-shot (? vols),Dec 2013 - Dec 2013
12667,Monogatari no Naka no Hito,6.59,Manga (? vols),Jun 2014 -
12668,Tomodachi x Monster,6.59,Manga (3 vols),Jun 2014 - May 2015
12669,Mermaid Prince,6.59,Manga (4 vols),Nov 2013 - Oct 2015
12670,Fujiwara Hakushaku no Junan,6.59,Manga (3 vols),Aug 2014 - Jun 2016
12671,Christmas no Sono Mae ni,6.59,One-shot (? vols),Dec 2013 - Dec 2013
12672,Himitsu no Kakera,6.59,Manga (1 vols),Dec 2012 - Dec 2013
12673,Hana ni, Kamitsuku,6.59,Manga (2 vols),Mar 2015 - Nov 2015
12674,Gokujou Bitter Shounen,6.59,Manga (1 vols),2006 - 2006
12675,Fuuko no Iru Mise,6.59,Manga (4 vols),1985 - 1988
12676,Bokura no Koi wa Shi ni Itaru Yamai no You de,6.59,Manga (3 vols),2010 - 2011
12677,Koigokoro Telepathy,6.59,One-shot (? vols),2009 - 2009
12678,Chiisana Atari,6.59,One-shot (? vols),2009 -
12679,Kono Oneesan wa Fiction desu!?,6.59,Manga (8 vols),Aug 2010 - Feb 2015
12680,Mahou no Kagami ni Sasayaite,6.59,Manga (1 vols),2008 -
12681,Balance Policy,6.59,Manga (2 vols),Apr 2010 - Feb 2014
12682,Seven Sisters,6.59,Manga (? vols),Jun 2011 -
12683,Shiroi Veil wa Itsuwari no Iro,6.59,Manga (1 vols),2006 - 2006
12684,Nejimaki Mano-san,6.59,Manga (1 vols),Oct 2009 - Jul 2012
12685,Shouhin wa Okuman Chouja!,6.59,Manga (1 vols),2009 - 2009
12686,Pochapocha Suiei-bu,6.59,Manga (5 vols),Mar 2010 - Feb 2015
12687,Elhanburg no Tenshi,6.59,Manga (1 vols),Sep 2010 - Dec 2012
12688,Exoskull Zero,6.59,Manga (8 vols),Oct 2010 - Nov 2014
12689,Oujo-sama to Bodyguard,6.59,Manga (1 vols),Jun 2010 - Jun 2010
12690,Iinazuke Kyoutei,6.59,Manga (11 vols),Jul 2012 - Nov 2018
12691,Misumisou,6.59,Manga (3 vols),May 2007 - May 2009
12692,Obito no Hime to Kubinashi Kishi,6.59,Manga (1 vols),Oct 2012 - Jan 2013
12693,Chichi ga Loli na Mono de,6.59,Manga (2 vols),Jul 2012 - Jan 2013
12694,Breakin' Girls!,6.59,Manga (2 vols),Jul 2017 - Jun 2018
12695,Goodbye! Isekai Tensei,6.59,Manga (4 vols),Dec 2017 - Dec 2019
12696,Memesis,6.59,Manga (4 vols),Feb 2018 - Jan 2019
12697,Noah's Notes,6.59,Manga (3 vols),Mar 2018 - Aug 2018
12698,Gacha wo Mawashite Nakama wo Fuyasu: Saikyou no Bishoujo Gundan wo Tsukuriagero the Comic,6.59,Manga (? vols),Mar 2018 -
12699,Otome no Harawata Hoshi no Iro,6.59,Manga (4 vols),Dec 2018 - Feb 2020
12700,Lily System,6.59,Manga (1 vols),Jun 2017 - Feb 2019
12701,Aida ni Hatachi,6.59,Manga (6 vols),May 2018 - Jul 2019
12702,Kantan dakedo, Mendokusai,6.59,Manga (1 vols),Jul 2017 - Sep 2017
12703,Saikyou no Ossan Hunter Isekai e: Kondo koso Yukkuri Shizuka ni Kurashitai,6.59,Manga (? vols),Aug 2019 -
12704,Moto Kizoku Reijou de Mikon no Haha desu ga Musume-tachi ga Kawaisugite Boukenshagyou mo Ku ni Narimasen @comic,6.59,Manga (? vols),Aug 2019 -
12705,Minotauros no Omoibito,6.59,Manga (2 vols),Sep 2019 - Dec 2020
12706,Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi,6.59,Manga (? vols),Dec 2019 -
12707,Hangyaku no Soul Eater,6.59,Manga (? vols),Mar 2020 -
12708,Ikidaore mo Dekinai Konna Isekai ja,6.59,Manga (2 vols),Jun 2020 - Jun 2021
12709,Tensei Kizoku, Kantei Skill de Nariagaru: Jakushou Ryouchi wo Uketsuida node, Yuushuu na Jinzai wo Fuyashiteitara, Saikyou Ryouchi ni Natteta,6.59,Manga (? vols),Jun 2020 -
12710,Suterareta Tensei Kenja: Mamono no Mori de Saikyou no Daima Teikoku wo Tsukuriageru,6.59,Manga (8 vols),Jun 2020 - May 2022
12711,Kushami: Urasawa Naoki Tanpenshuu,6.59,Manga (1 vols),Apr 1995 - Sep 2018
12712,"Kawaii" wa Kimi no Mono,6.59,Manga (2 vols),Feb 2020 - Jul 2021
12713,Silver Pole Flowers,6.59,Manga (3 vols),Aug 2020 - Jun 2021
12714,Tesla Note,6.59,Manga (7 vols),Jan 2021 - Apr 2022
12715,Isekai Tensei de Kenja ni Natte Boukensha Seikatsu: "Mahou Kairyou" de Isekai Saikyou,6.59,Manga (? vols),Dec 2020 -
12716,Sacchi sarenai Rule Breaker,6.59,Manga (? vols),Feb 2021 -
12717,Binetsu Kakumei,6.59,Manga (1 vols),2000 - 2000
12718,Go! Virginal Hanayuuki,6.59,Manga (2 vols),1999 - 1999
12719,Houjin Exaxxion,6.59,Manga (7 vols),Aug 1997 - May 2004
12720,Princess Prince,6.59,Manga (1 vols),1994 - 1994
12721,Sakura Tsuushin,6.59,Manga (20 vols),Apr 1995 - Jun 2000
12722,Asatte no Houkou.,6.59,Manga (5 vols),Sep 2003 - Jul 2007
12723,Choujuu Densetsu Gestalt,6.59,Manga (8 vols),1992 - 2001
12724,Sweet vs Home,6.59,Manga (1 vols),Oct 1994 - Jun 1996
12725,Aru Hi, Knight ni Atta nara,6.59,Manga (1 vols),Jun 1989 - Jun 1989
12726,Chocolate Christmas,6.59,Manga (1 vols),Nov 1987 - Aug 1988
12727,Missing Piece,6.59,Manga (2 vols),1995 - 1996
12728,Maya no Souretsu,6.59,Manga (1 vols),1972 - 1972
12729,Saijoukai De Dakishimete,6.59,One-shot (? vols),-
12730,Dragonaut: The Resonance,6.59,Manga (1 vols),Oct 2007 - Mar 2008
12731,Junai Strip,6.59,Manga (1 vols),Jun 2005 - Jun 2005
12732,Muddy,6.59,Manga (2 vols),Dec 2007 - Mar 2008
12733,16-sai: KISS,6.59,Manga (1 vols),2001 - 2001
12734,Countdown!,6.59,Manga (2 vols),1998 - 1998
12735,Hana no Utage,6.59,Manga (1 vols),-
12736,Ramen Ikaga!?,6.59,Manga (1 vols),1997 - 1997
12737,X-Gene,6.59,Manga (3 vols),Oct 2001 - Jun 2002
12738,Manyuu Hikenchou,6.59,Manga (7 vols),Mar 2007 - Jan 2012
12739,Oshiete, Natsu.,6.59,One-shot (? vols),2004 - 2004
12740,That's Why I Sigh,6.59,One-shot (? vols),2008 - 2008
12741,Yume no Tsuzuki,6.59,Manga (1 vols),1988 - 1988
12742,Love -Motto Aishite-,6.59,Manga (1 vols),2006 - 2006
12743,Otome no Iroha!,6.59,Manga (1 vols),2008 - 2008
12744,Crab Kiss,6.59,Manhwa (10 vols),-
12745,Eden,6.59,Manga (1 vols),Aug 2006 - Dec 2006
12746,Koakuma Meringue,6.59,Manga (1 vols),Oct 2007 - Jan 2009
12747,Devil 17,6.59,Manga (6 vols),Apr 2005 - Apr 2006
12748,Ane Pani,6.59,One-shot (? vols),Sep 2009 - Sep 2009
12749,Liling-Po,6.58,Manga (9 vols),1996 - 1999
12750,Saber Marionette J,6.58,Manga (5 vols),Sep 1996 - Oct 1999
12751,Shaolin Sisters: Reborn,6.58,Manga (4 vols),2001 - 2003
12752,Wedding Peach,6.58,Manga (6 vols),1994 - 1996
12753,Pure Trance,6.58,Manga (1 vols),1996 - 1998
12754,Jisatsu Circle,6.58,Manga (1 vols),Mar 2002 - Mar 2002
12755,Anata ni Tsunagaretai,6.58,Manga (1 vols),2000 - 2003
12756,Daikirai!,6.58,Manga (1 vols),1999 - 1999
12757,Koori-hime Kitan,6.58,One-shot (? vols),Dec 2005 - Dec 2005
12758,Chohatsu BABY,6.58,Manga (1 vols),2004 - 2004
12759,Hagane,6.58,Manga (16 vols),Apr 1998 - Dec 2002
12760,It's Called Love,6.58,Manga (1 vols),Mar 2002 - Mar 2002
12761,Tokyo Ants,6.58,Manga (1 vols),Jan 1998 - Jan 2001
12762,Fukigen na Ouji-sama,6.58,Manga (1 vols),Oct 2005 - Oct 2005
12763,Shissou Holiday,6.58,Manga (1 vols),Jan 2006 - Jul 2006
12764,Sakura Yuki,6.58,Manga (1 vols),-
12765,Hanayashiki no Juunin-tachi,6.58,Manga (3 vols),Aug 2007 - Nov 2008
12766,Umi no Mieru Yane,6.58,Manga (1 vols),2004 -
12767,Hansu no Kikan,6.58,Manga (1 vols),Mar 1994 - Sep 1994
12768,Nemureru Hoshi,6.58,Manga (4 vols),Nov 2004 - Oct 2007
12769,Sensei, Oshiete Ageru,6.58,Manga (1 vols),Feb 2002 - Feb 2002
12770,Heroman,6.58,Manga (5 vols),Aug 2009 - Oct 2011
12771,Hana*Koi dj - Lovely Rabbit,6.58,Doujinshi (1 vols),Dec 2007 - Dec 2007
12772,Kansen Rettou,6.58,Manga (1 vols),2008 - 2008
12773,Apocalypse,6.58,Manga (? vols),Jun 2009 - Dec 2009
12774,A+B,6.58,Manga (2 vols),Oct 2012 - Sep 2013
12775,Airuika,6.58,One-shot (? vols),2013 - 2013
12776,Samurai Flamenco: Another Days,6.58,Manga (2 vols),Oct 2013 - Jul 2014
12777,Sensei, Suki.,6.58,Manga (1 vols),Nov 2011 - Nov 2011
12778,Kunoichi Joshikousei Otonashi-san,6.58,Manga (3 vols),Dec 2013 - Feb 2015
12779,Beta-Kare,6.58,One-shot (? vols),Jan 2012 - Jan 2012
12780,Katekyo Hitman Reborn! Reborn VS Kyouaku Hitmen,6.58,One-shot (? vols),Jun 2005 - Jun 2005
12781,Ai no Tane,6.58,One-shot (? vols),Apr 2014 - Apr 2014
12782,Yoakemono,6.58,Manga (2 vols),Jul 2014 - Nov 2014
12783,Delusional Boy,6.58,Manhwa (? vols),May 2014 -
12784,Nemurenai Yoru no Ohanashi,6.58,Manga (1 vols),Dec 2004 - Jun 2014
12785,Akumu Koushounin,6.58,Manga (1 vols),Feb 2000 - Jul 2003
12786,Inukai x Tribe,6.58,Manga (4 vols),Oct 2014 - Sep 2016
12787,Kozue-chan no Koukan Nikki,6.58,One-shot (? vols),Feb 2014 - Feb 2014
12788,Chronos Ruler,6.58,Manhua (? vols),May 2014 -
12789,Toumei Ningen↑↓Kyoutei,6.58,Manga (5 vols),Apr 2014 - Sep 2017
12790,Chimamire Sukeban Chainsaw,6.58,Manga (13 vols),Oct 2009 - Mar 2017
12791,Goinkyo Maou no Hinichijou,6.58,Manga (3 vols),Nov 2015 - Dec 2016
12792,YugaMira,6.58,One-shot (? vols),Apr 2016 - Apr 2016
12793,Toji no Miko,6.58,Manga (3 vols),Oct 2017 - Mar 2019
12794,Juuni Taisen,6.58,Manga (4 vols),Sep 2017 - May 2018
12795,Otohime Diver,6.58,Manga (? vols),Jan 2017 -
12796,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,6.58,Manga (? vols),Sep 2017 -
12797,Sensei no Shiroi Uso,6.58,Manga (8 vols),Aug 2013 - Sep 2017
12798,Otona Gokko,6.58,Manga (1 vols),Jun 2013 - Jan 2015
12799,Houkago no Goumon Shoujo,6.58,Manga (12 vols),Aug 2017 - Jan 2021
12800,Isekai Cheat Survival Meshi,6.58,Manga (? vols),Sep 2018 -
12801,Uzumaki Tokubetsu-hen: Ginga,6.58,One-shot (? vols),Jan 2000 - Jan 2000
12802,Yoru no Yomeiri,6.58,Manga (? vols),Jul 2018 -
12803,Hametsu no Madouou to Golem no Banhi,6.58,Manga (2 vols),Dec 2018 - Nov 2019
12804,A-Rank Boukensha no Slow Life,6.58,Manga (? vols),Apr 2019 -
12805,Kuro Gal-san ga Kuru!,6.58,Manga (? vols),Feb 2020 -
12806,Tensei Akujo no Kuro Rekishi,6.58,Manga (? vols),Aug 2018 -
12807,Tokimeki no Ikenie,6.58,Manga (3 vols),Jan 2020 - Sep 2021
12808,Honki Daseba Omae Koroseru,6.58,Manga (2 vols),May 2020 - Dec 2021
12809,Fate/Grand Order: Ordú Beag,6.58,One-shot (? vols),Jul 2020 - Jul 2020
12810,Imouto ga Bunretsu shita.,6.58,Manga (? vols),Jul 2020 -
12811,Maou no Musume, Sugoku Choroi.,6.58,Manga (? vols),Jun 2020 -
12812,Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,6.58,Manga (? vols),Jan 2020 -
12813,Orc Eiyuu Monogatari: Sontaku Retsuden,6.58,Manga (? vols),Dec 2020 -
12814,Isshou Suki tte Yutta jan,6.58,Manga (1 vols),May 2018 - Feb 2020
12815,Attouteki Gacha Un de Isekai wo Nariagaru!,6.58,Manga (? vols),Aug 2020 -
12816,Masamune-kun no Re○○○,6.58,Manga (1 vols),Sep 2016 - Feb 2017
12817,Nigeru Otoko,6.58,Manga (1 vols),May 2010 - Jan 2011
12818,Honegoe Monogatari,6.58,Manga (1 vols),Aug 2009 - Dec 2009
12819,Makyou no Shanana,6.58,Manga (4 vols),Apr 2009 - Apr 2010
12820,Blood Soul,6.58,Manga (1 vols),Aug 2010 - 2010
12821,Kawaii Akuma,6.58,Manga (1 vols),Nov 2004 - Jul 2009
12822,Tengoku no Shima,6.58,Manga (3 vols),2009 - 2009
12823,Haitoku wa Kegarenai,6.58,Manga (1 vols),Nov 2009 - Nov 2009
12824,Eien wa irenai,6.58,Manga (1 vols),2008 - 2008
12825,Blood Parade,6.58,Manga (2 vols),Aug 2011 - Jul 2012
12826,Kuroi Hitsuji,6.58,Manga (1 vols),Jan 2006 - Jan 2006
12827,Seimei desu ga Nani ka?,6.58,One-shot (? vols),Aug 2010 - Aug 2010
12828,Oishii Koi Café,6.58,Manga (1 vols),2010 - 2010
12829,Star Children,6.58,Manga (2 vols),2011 - 2012
12830,Albox: Towa wo Kaetara,6.58,Manga (1 vols),Jan 2012 -
12831,Green.,6.58,Manga (1 vols),May 2010 - Jun 2011
12832,Otoko no Ko Days,6.58,Manga (1 vols),Feb 2012 - Jun 2013
12833,Wadachi no Yukue,6.58,One-shot (? vols),Sep 2008 - Sep 2008
12834,Over Image,6.58,Manga (2 vols),Jul 2012 - May 2013
12835,Henshin Ninja Arashi,6.58,Manga (3 vols),1972 -
12836,27-sai: Atashi, Koi ga, Shitai.,6.58,Manga (1 vols),Oct 2011 - Feb 2013
12837,Renai Shoujo Zukan,6.58,Manga (1 vols),-
12838,Impatiens,6.58,One-shot (? vols),Mar 2013 - Mar 2013
12839,Agape,6.57,Manga (4 vols),Feb 2004 - Feb 2006
12840,Te to Te to Namida,6.57,One-shot (? vols),2009 - 2009
12841,Haru yo Koi,6.57,One-shot (? vols),Mar 2010 - Mar 2010
12842,Shurayuki-hime Gaiden,6.57,Manga (1 vols),Dec 2006 - Dec 2007
12843,The Nightmare After School,6.57,One-shot (? vols),Sep 2008 - Sep 2008
12844,Bunbetsu to Takan,6.57,Manga (1 vols),2010 -
12845,Manimani,6.57,Manga (1 vols),Apr 2003 - Apr 2003
12846,Examurai,6.57,Manga (2 vols),Nov 2010 - Jul 2011
12847,Candy Doll,6.57,One-shot (? vols),2009 - 2009
12848,Akuma Yashiki no Kyouikugakari,6.57,One-shot (? vols),Oct 2010 - Oct 2010
12849,Savior,6.57,Manhua (1 vols),2008 - 2008
12850,Pride to Ai to,6.57,Manga (1 vols),2008 -
12851,Hana to Watashi ni Ongaku wo,6.57,One-shot (? vols),Jun 2008 - Jun 2008
12852,Gozen Reiji ni Kuchizuke wo,6.57,Manga (1 vols),2009 - 2009
12853,Kousha no Ura ni wa Tenshi ga Umerareteiru,6.57,Manga (7 vols),Aug 2011 - Apr 2014
12854,B.A.D.,6.57,Manga (2 vols),Oct 2011 - Oct 2012
12855,Sensei no Bulge,6.57,Manga (2 vols),May 2012 - Sep 2012
12856,Dareka ga Dareka ni Koishiteru,6.57,One-shot (? vols),Apr 2009 - Apr 2009
12857,Gamushapa Heart Beat,6.57,One-shot (? vols),May 2009 - May 2009
12858,Carpe Diem,6.57,One-shot (? vols),Oct 2010 - Oct 2010
12859,Zombitch wa Bitch ni Fukumaremasu ka?,6.57,Manga (6 vols),Dec 2011 - Jul 2014
12860,Meirei, Kimi wo Hanasanai,6.57,Manga (? vols),2009 - 2009
12861,Jinrui wa Suitai Shimashita: Nonbirishita Houkoku,6.57,Manga (1 vols),Nov 2011 - May 2012
12862,Cho-co-la-te.,6.57,Doujinshi (1 vols),Feb 2011 - Feb 2011
12863,Crown Gear,6.57,One-shot (? vols),2011 - 2011
12864,Lo-Fi After School,6.57,Manga (1 vols),May 2009 - Mar 2012
12865,Proposal no Riyuu,6.57,Manga (1 vols),2008 - 2008
12866,Until You Fall Asleep,6.57,Manhwa (? vols),2012 - 2012
12867,Uso Tsurezure,6.57,Manga (1 vols),Sep 2012 - Jun 2013
12868,Kono Jinruiiki no Zelphy,6.57,Manga (5 vols),Aug 2012 - Feb 2015
12869,Tandem Lover,6.57,Manga (1 vols),Feb 2010 - Dec 2010
12870,Black Peach Flower,6.57,One-shot (? vols),Apr 2013 - Apr 2013
12871,Kaette Kita! Shinmai Fukei Kiruko-san,6.57,Manga (1 vols),Aug 2013 - Aug 2013
12872,Miyata Shoten e Youkoso!,6.57,Manga (1 vols),May 2010 - May 2011
12873,Cross x Regalia,6.57,Manga (2 vols),Jul 2013 - Apr 2015
12874,Super Family Complete,6.57,Manga (? vols),Nov 2013 - Feb 2014
12875,Mazinger Otome,6.57,Manga (1 vols),Oct 2009 - 2010
12876,Grappler Baki Gaiden,6.57,Manga (1 vols),1999 - 1999
12877,Holiday Love: Fuufukan Renai,6.57,Manga (8 vols),Sep 2014 - Sep 2019
12878,Osananajimi wa Onnanoko ni Naare,6.57,Manga (3 vols),Sep 2013 - Apr 2015
12879,Mimi ga Kieta Hi,6.57,One-shot (? vols),Aug 2014 - Aug 2014
12880,Gyakusatsu Kikan,6.57,Manga (3 vols),Apr 2015 - Sep 2017
12881,Tsukinowaguma Koroshiya,6.57,One-shot (? vols),2002 - 2002
12882,Kimi ni Yoseru Blue,6.57,Manga (1 vols),Mar 2012 - May 2013
12883,Aoharu Runnings,6.57,One-shot (? vols),May 2011 - May 2011
12884,The Villainess's Maker,6.57,Manhwa (? vols),Jan 2021 - Mar 2022
12885,Otona ni Nuts,6.57,Manga (4 vols),2001 - 2002
12886,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd,6.57,Manga (6 vols),Aug 2003 - Sep 2005
12887,Dorobou to Keiji,6.57,Manga (1 vols),1997 - 1997
12888,Kidou Senshi Gundam: Silhouette Formula 91,6.57,Manga (1 vols),Aug 1992 - Nov 1995
12889,Every Day Every Night,6.57,Manga (2 vols),1996 - 1997
12890,Jinbee,6.57,Manga (1 vols),1992 - 1997
12891,Bikini!,6.57,Manga (2 vols),2004 -
12892,Mangetsu Monogatari,6.57,Manga (1 vols),Dec 2001 - Dec 2001
12893,Blind Date,6.57,Manga (1 vols),Jan 2003 - Jan 2003
12894,Magic,6.57,Manga (1 vols),May 1993 - Aug 1996
12895,Legendz,6.57,Manga (4 vols),Oct 2003 - Mar 2005
12896,Koisuru Melody Musume,6.57,Manga (1 vols),2002 - 2002
12897,Abunai Koto Shite Mitai,6.57,Manga (1 vols),-
12898,Azel Seimaden - Yami no Kakan,6.57,Doujinshi (1 vols),Dec 1995 - Dec 1995
12899,Pochiyama at the Pharmacy,6.57,Doujinshi (1 vols),Dec 2005 -
12900,Nijiiro Koi Ryokan,6.57,Manga (1 vols),-
12901,Love at the Fingertip,6.57,One-shot (? vols),-
12902,Otome Cake,6.57,Manga (1 vols),Jun 2003 - Apr 2007
12903,Try! Try! Try! Webcomics,6.57,Manga (? vols),Jul 2001 -
12904,Jigoku no Komoriuta,6.57,Manga (1 vols),Dec 1995 - Dec 1995
12905,Eru-Eru Sister,6.57,Manga (5 vols),2008 -
12906,Waga Na wa Nero,6.57,Manga (2 vols),Feb 1998 - Sep 1999
12907,Continue,6.57,One-shot (? vols),Jul 2003 - Jul 2003
12908,Sweet Lovin' Baby,6.57,Manga (1 vols),May 2003 - May 2003
12909,Sakura no Ki no Shita ni wa,6.57,One-shot (? vols),Jan 2009 - Jan 2009
12910,Bokura no Mura ni wa Mizuumi ga Atta,6.57,Manga (1 vols),Feb 2007 - Feb 2007
12911,Yume no Atosaki,6.57,Manga (1 vols),Nov 2007 - Nov 2007
12912,Maid in Japan,6.57,Manga (4 vols),Jun 2007 - Jun 2010
12913,5-ji kara 9-ji made,6.57,Manga (16 vols),Jul 2009 - Mar 2020
12914,Isekai Ryouridou,6.57,Manga (? vols),Sep 2017 -
12915,Kegare no Uta,6.57,Manga (2 vols),Sep 2017 - Dec 2019
12916,Souzai Saishuka no Isekai Ryokouki,6.57,Manga (? vols),Dec 2017 -
12917,Trap Heroine,6.57,Manga (4 vols),Dec 2017 - May 2021
12918,Hinomoto 3-shimai wa Kamatte Hoshii,6.57,Manga (3 vols),Feb 2016 - Jul 2018
12919,Rival wa Kimi no Ushiro ni,6.57,Manga (? vols),Mar 2018 - Mar 2018
12920,Zettai ni Hatarakitakunai Dungeon Master ga Damin wo Musaboru made,6.57,Manga (? vols),Jul 2018 -
12921,Watashi Igai Jinrui Zenin Yuri,6.57,Manga (2 vols),Dec 2018 - Jun 2020
12922,Omoi ga Omoi Omoi-san,6.57,Manga (6 vols),Aug 2018 - Aug 2021
12923,Chibikko Kenja, Lv.1 kara Isekai de Ganbarimasu!,6.57,Manga (? vols),Dec 2018 -
12924,Jigoku no Gouka de Yakare Tsuzuketa Shounen. Saikyou no Honootsukai to Natte Fukkatsu suru.,6.57,Manga (? vols),Jun 2020 -
12925,Shissou Sengen,6.57,Manga (2 vols),Jan 2018 - Nov 2018
12926,Bokutachi wa Hanshoku wo Yameta,6.57,Manga (6 vols),Dec 2020 - Mar 2022
12927,Signal 100,6.57,Manga (4 vols),Jul 2015 - Oct 2016
12928,Moromono no Jijou,6.57,Manga (? vols),Oct 2014 - Oct 2014
12929,Chou Kochikame,6.57,Manga (1 vols),Sep 2006 - Sep 2006
12930,Hotarubi no Tomoru Koro ni,6.57,Manga (4 vols),Dec 2015 - Feb 2018
12931,Koi no Mizu Kudasai,6.57,Manga (1 vols),Feb 2014 - Feb 2014
12932,Ace-kun no Tonari.,6.57,Manga (1 vols),Feb 2013 - Nov 2014
12933,Devil-chi,6.57,Manga (? vols),Jan 2016 -
12934,Dennou Kakugi MephistoWaltz,6.57,Manga (1 vols),Apr 2017 - Feb 2018
12935,Ore, Maou dakedo Baretenai yo ne?,6.57,Manga (2 vols),Apr 2017 - Feb 2018
12936,Isekai de Kojiin wo Hiraita kedo, Naze ka Darehitori Sudatou to Shinai Ken,6.57,Light Novel (? vols),Aug 2017 -
12937,Oda Nobunaga to Iu Nazo no Shokugyou ga Mahou Kenshi yori Cheat Datta node, Oukoku wo Tsukuru Koto ni Shimashita,6.57,Light Novel (3 vols),Jul 2017 - Mar 2018
12938,Iwaihime,6.56,Manga (2 vols),Sep 2015 - Jul 2016
12939,Dies Irae: Amantes Amentes,6.56,Manga (? vols),Jan 2016 -
12940,Shitteru Kimochi, Shiranai Karada,6.56,One-shot (? vols),May 2016 - May 2016
12941,Fukushuu Kansuisha no Jinsei Nishuume Isekaitan,6.56,Light Novel (? vols),Nov 2016 -
12942,Yankee wa Isekai de Seirei ni Aisaremasu.,6.56,Manga (5 vols),Feb 2017 - Jul 2021
12943,Keikenchi Chochiku de Nonbiri Shoushin Ryokou: Yuusha to Koibito ni Tsuihou sareta Senshi no Mujikaku Zamaa,6.56,Manga (? vols),Mar 2021 -
12944,The Gamer,6.56,Manhwa (? vols),Sep 2013 -
12945,Love Plus: Manaka Days,6.56,Manga (2 vols),Apr 2010 - Feb 2011
12946,Cutie Honey: Tennyo Densetsu,6.56,Manga (9 vols),Aug 2001 - Jul 2003
12947,El Alamein no Shinden,6.56,Manga (1 vols),1996 - 1998
12948,Kintoki: Kinmezoku no Toki,6.56,One-shot (? vols),Nov 2010 - Nov 2010
12949,Vongola GP Kuru,6.56,Manga (3 vols),Nov 2010 - Nov 2012
12950,Kindan no Koibito,6.56,Manga (1 vols),2009 -
12951,Para☆Izo,6.56,Manga (2 vols),Aug 2007 - Dec 2012
12952,Byousoku Zero Mile,6.56,Manga (1 vols),2011 - 2011
12953,Sultan no Koukeigi,6.56,Manga (1 vols),2005 -
12954,Princess to Konyaku,6.56,Manga (1 vols),Jul 2009 - Jul 2009
12955,Kudrayvka,6.56,One-shot (? vols),Sep 2008 - Sep 2008
12956,Ore no Kanojo to Osananajimi ga Shuraba sugiru+H,6.56,Manga (2 vols),Oct 2011 - Oct 2012
12957,50 Million Km,6.56,Manhwa (3 vols),2011 -
12958,UFO Robo Grendizer,6.56,Manga (5 vols),Oct 1975 - Mar 1977
12959,Seto no Omise no Okyakusama,6.56,One-shot (? vols),Mar 2011 - Mar 2011
12960,Pokémon Try Adventure,6.56,Manga (3 vols),2010 - 2011
12961,Tsubame-chan Chi no Kateinai Renai,6.56,Manga (1 vols),Jun 2011 - Oct 2011
12962,Shinmai Fukei Kiruko-san,6.56,Manga (3 vols),Nov 2012 - May 2013
12963,Mashiro-iro Symphony: Wind of Silk,6.56,Manga (1 vols),Feb 2011 - Jul 2011
12964,Eureka Seven nAnO,6.56,Manga (1 vols),Jul 2012 - Jan 2013
12965,Kiyomizu Iroha wa Koi wo Shiranai,6.56,One-shot (? vols),Feb 2013 - Feb 2013
12966,Konjaku Overhaul,6.56,One-shot (? vols),Nov 2012 - Nov 2012
12967,Hirari, Bessatsu: Bukatsu Joshi Anthology - Houkago!,6.56,Manga (2 vols),Oct 2012 - Apr 2014
12968,Ookami Kyoudai to Akazukin-chan,6.56,One-shot (? vols),Oct 2013 - Oct 2013
12969,Gekijouban Pocket Monster Best Wishes: Shinsoku no Genesect - Mewtwo Kakusei,6.56,Manga (1 vols),Apr 2013 - Jun 2013
12970,Fairy Tail x Nanatsu no Taizai Christmas Special,6.56,One-shot (? vols),Dec 2013 - Dec 2013
12971,Shounen Endless,6.56,One-shot (? vols),May 2012 - May 2012
12972,Risou no Ouji-sama no Tsukurikata,6.56,One-shot (? vols),Dec 2013 - Dec 2013
12973,Tremolo Letra,6.56,Manga (1 vols),Nov 2010 - Feb 2011
12974,Deathtopia,6.56,Manga (8 vols),Apr 2014 - Dec 2016
12975,Mogusa-san,6.56,Manga (10 vols),Dec 2013 - Jan 2016
12976,Vered no Rosemary,6.56,One-shot (? vols),Nov 2013 - Nov 2013
12977,Joou-sama no Jikenbo,6.56,One-shot (? vols),Dec 2013 - Dec 2013
