Rank,Title,Score,Chapters/Volumes,Published
4378,Hal,7.29,Manga (1 vols),Mar 2013 - Jun 2013
4379,Kimi ga Terasu Koi no Hikari,7.29,One-shot (? vols),Mar 2012 - Mar 2012
4380,Haru x Kiyo,7.29,Manga (9 vols),May 2013 - Apr 2016
4381,Inou-Battle wa Nichijou-kei no Naka de,7.29,Light Novel (13 vols),Jun 2012 - Jan 2018
4382,Yowamushi Pedal: Spare Bike,7.29,Manga (? vols),Aug 2012 -
4383,Gekkou SS,7.29,Light Novel (? vols),Feb 2011 - Dec 2011
4384,Coulomb Fille,7.29,Manga (3 vols),Jan 2013 - Feb 2014
4385,Suna wo Kizamu Hari,7.29,Manga (? vols),Dec 2013 -
4386,Suzumiya Haruhi Series: Atezuppo Numbers,7.29,Light Novel (? vols),Apr 2013 - Apr 2013
4387,Mokushiroku Alice,7.29,Manga (4 vols),Mar 2014 - Jun 2015
4388,Shiyakusho,7.29,Manga (? vols),Sep 2013 -
4389,Funouhan,7.29,Manga (12 vols),Apr 2013 - Nov 2020
4390,Henshin Ganbou!,7.29,One-shot (? vols),Aug 2014 - Aug 2014
4391,Urakata!!,7.29,Manga (7 vols),May 2014 - Jun 2018
4392,Kodomo wa Wakatte Agenai,7.29,Manga (2 vols),Mar 2014 - Jul 2014
4393,Kara no Kyoukai: Shuumatsu Rokuon/The Garden of Oblivion,7.29,Light Novel (1 vols),Sep 2013 - Sep 2013
4394,Sakura Discord,7.29,Manga (5 vols),Sep 2011 - Jul 2012
4395,Ouji ga Watashi wo Akiramenai!,7.29,Manga (? vols),Feb 2015 -
4396,Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso,7.29,Manga (3 vols),Nov 2014 - Oct 2015
4397,Frau Faust,7.29,Manga (5 vols),Oct 2014 - Dec 2017
4398,Shouha Shouten!,7.29,Manga (? vols),Oct 2021 -
4399,Kiss shitai Otoko,7.29,One-shot (? vols),Jul 2021 - Jul 2021
4400,Days of Hana,7.29,Manhwa (? vols),Apr 2017 - Jul 2019
4401,FFF-Class Trashero,7.29,Manhwa (? vols),Sep 2019 -
4402,Refund High School,7.29,Manhwa (? vols),Mar 2018 - Jun 2019
4403,Haru no Menuet,7.29,One-shot (? vols),Mar 2014 - Mar 2014
4404,Oounabara to Wadanohara,7.29,Manga (2 vols),Aug 2015 - Nov 2016
4405,Kyuusai no Hi,7.29,Manga (1 vols),Aug 2006 - Aug 2008
4406,Kenka Banchou Otome: Koi no Battle Royal,7.29,Manga (2 vols),Jul 2015 - Jan 2017
4407,Goshujinsama to Watashi,7.29,Doujinshi (? vols),Aug 2015 - Aug 2015
4408,Ensemble Stars!,7.29,Manga (4 vols),Aug 2015 - Dec 2016
4409,Boku no Giovanni,7.29,Manga (? vols),May 2016 -
4410,Op: Yoake Itaru no Iro no Nai Hibi,7.29,Manga (? vols),Jun 2016 -
4411,Kimi ga Shinu Natsu ni,7.29,Manga (7 vols),Sep 2016 - Jul 2018
4412,Mahoutsukai Precure!,7.29,Manga (2 vols),Feb 2016 - Dec 2016
4413,Yari no Yuusha no Yarinaoshi,7.29,Light Novel (? vols),Sep 2017 -
4414,Kaitai Zanuff,7.29,One-shot (? vols),Dec 2012 - Dec 2012
4415,Ballad x Opera,7.29,Manga (5 vols),May 2017 - Sep 2019
4416,Oukyuu no Trinity,7.29,Manga (6 vols),Aug 2017 - Oct 2020
4417,Cotton Candy,7.29,Manga (1 vols),2012 - Aug 2017
4418,Baikoku Kikan,7.29,Manga (? vols),Jun 2018 -
4419,Hello, Hello and Hello,7.29,Light Novel (1 vols),Mar 2018 - Mar 2018
4420,Karekore Kirakira Machi,7.29,Manga (1 vols),Mar 2014 - Apr 2015
4421,Bishounen Series,7.29,Novel (12 vols),Oct 2015 - May 2021
4422,Sword Art Online: Progressive - Houei no Barcarolle,7.29,Manga (2 vols),Apr 2018 - Oct 2019
4423,Itaewon Class,7.29,Manhwa (8 vols),Dec 2016 - May 2018
4424,Doujima-kun wa Doujinai,7.29,Manga (3 vols),Aug 2020 - Oct 2021
4425,Otomege no Mob desura Nai n da ga,7.29,Manga (? vols),Apr 2020 -
4426,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,7.29,Light Novel (? vols),Jul 2020 -
4427,Kujonin,7.28,Manga (? vols),Jun 2017 -
4428,Oinari JK Tamamo-chan!,7.28,Manga (? vols),Jan 2017 -
4429,Shuukan Shounen Hachi,7.28,Manga (5 vols),Jan 2018 - Nov 2018
4430,Manga de Yomu Jinsei ga Tokimeku Katazuke no Mahou,7.28,Manga (1 vols),Feb 2017 - Feb 2017
4431,Kanojo no Tokutouseki,7.28,One-shot (? vols),Aug 2017 - Aug 2017
4432,The Moon That Rises in the Day,7.28,Manhwa (? vols),May 2013 - Aug 2017
4433,Nijiiro Photograph,7.28,Manga (3 vols),May 2017 - Dec 2018
4434,Kimi ga Bokura wo Akuma to Yonda Koro,7.28,Manga (14 vols),Aug 2017 - Aug 2020
4435,Watashi no Kobushi wo Uketomete!,7.28,Manga (4 vols),Jan 2018 - Oct 2020
4436,Tabi to Gohan to Shuumatsu Sekai,7.28,Manga (3 vols),Dec 2017 - Dec 2019
4437,Hitomi-chan wa Hitomishiri,7.28,Manga (? vols),Sep 2018 -
4438,Musume ja Nakute Mama ga Suki nano!?,7.28,Light Novel (? vols),Dec 2019 -
4439,Suenagaku Yoroshiku Onegaishimasu,7.28,Manga (? vols),Nov 2019 -
4440,Mizuki-senpai no Koi Uranai,7.28,Manga (? vols),Jul 2020 -
4441,Hana wa Shinitagaru,7.28,One-shot (? vols),Dec 2020 - Dec 2020
4442,Juujin-san to Ohana-chan,7.27,Manga (2 vols),Jul 2018 - May 2020
4443,Tsukanoma no Ichika,7.28,Manga (3 vols),Jul 2019 - Mar 2021
4444,γ,7.28,Manga (5 vols),Mar 2013 - Oct 2014
4445,Hundred,7.28,Light Novel (16 vols),Nov 2012 - Oct 2018
4446,Kingdom - Soushuuhen,7.28,Manga (? vols),-
4447,Ayakari-Zoushi,7.28,Manga (2 vols),Feb 2008 - Oct 2014
4448,Kimi no Iru Machi: Mousou 200-wa,7.28,Manga (1 vols),Sep 2013 - Mar 2014
4449,Joshikausei,7.28,Manga (? vols),Sep 2013 -
4450,Haru no Ogawa wa Dokidoki Suru yo.,7.28,Manga (1 vols),Jan 2014 - Jan 2014
4451,Senakagurashi,7.28,Manga (3 vols),Dec 2010 - Oct 2012
4452,●Rec,7.28,Doujinshi (1 vols),May 2014 - May 2014
4453,Diamond no Kuni no Alice: Bet On My Heart,7.28,Light Novel (1 vols),Jan 2013 - Jan 2013
4454,Chouchou Nannan,7.28,Manga (1 vols),Mar 2014 - Jan 2015
4455,Inu-bu! Bokura no Shippo Senki,7.28,Manga (3 vols),May 2011 - Jul 2013
4456,Unlucky Boy Undead Girl,7.28,One-shot (? vols),Jan 2015 - Jan 2015
4457,Persona 4: The Ultimax Ultra Suplex Hold,7.28,Manga (4 vols),Jun 2015 - Apr 2018
4458,Deai,7.28,Manga (2 vols),-
4459,Futari Ecchi,7.28,Manga (? vols),Jan 1997 -
4460,Y十M: Yagyuu Ninpouchou,7.28,Manga (11 vols),Nov 2005 - Jul 2007
4461,Sei♥Dragon Girl,7.28,Manga (8 vols),1999 - 2003
4462,Apothecarius Argentum,7.28,Manga (11 vols),May 2005 - Oct 2009
4463,Bijo ga Yajuu,7.28,Manga (5 vols),May 2002 - Dec 2004
4464,Moon Boy,7.28,Manhwa (9 vols),2005 - 2009
4465,Doujin Work,7.28,Manga (6 vols),Oct 2004 - Sep 2008
4466,Yumeyume Kirakiradou,7.28,Manga (1 vols),Jul 2005 - Jul 2005
4467,Saint Seiya Episode G,7.28,Manga (20 vols),Dec 2002 - Jun 2013
4468,Vampire Miyu,7.28,Manga (10 vols),1989 - May 2002
4469,Divine Melody,7.28,Manhua (9 vols),2003 -
4470,Romeo x Juliet,7.28,Manga (2 vols),Mar 2007 - 2009
4471,Zero-In,7.28,Manga (12 vols),Jun 2003 - Jan 2011
4472,Tomodachi,7.28,Manga (3 vols),-
4473,Kimi to Scandal!,7.28,Manga (1 vols),Apr 2004 - Feb 2005
4474,Mizu no Yakata,7.28,Manga (1 vols),1999 -
4475,Taiyou no Mokushiroku,7.28,Manga (17 vols),Mar 2003 - 2008
4476,Potemayo,7.28,Manga (5 vols),Jul 2004 - Jan 2011
4477,Eikoku Kizoku Goyoutashi,7.28,Manga (1 vols),Sep 2006 - Sep 2006
4478,Kidou Senshi Gundam 00F,7.28,Manga (4 vols),Oct 2007 - May 2009
4479,Lovey Dovey,7.28,Manga (5 vols),Jul 2006 - Sep 2007
4480,Old Home no Haibane-tachi,7.28,Doujinshi (2 vols),Aug 2001 - Dec 2001
4481,Peace Maker,7.28,Manga (17 vols),Jun 2007 - May 2016
4482,Rocket Man,7.28,Manga (10 vols),Oct 2001 - Dec 2004
4483,Toudo no Tabibito,7.28,Manga (1 vols),Mar 1994 - Jul 2004
4484,Ojousama no Himitsu♥,7.28,Manga (1 vols),Jan 2008 - Jan 2008
4485,M☆G☆Darling,7.28,Manga (3 vols),Dec 2007 - Jan 2009
4486,Love Fighter!,7.28,Manga (2 vols),2008 - 2008
4487,Roman,7.28,Manga (2 vols),Apr 2007 - Oct 2008
4488,Nora,7.28,Manga (9 vols),Mar 2004 - Dec 2006
4489,Brave 10,7.28,Manga (8 vols),Oct 2006 - Dec 2010
4490,Aphorism,7.28,Manga (14 vols),May 2010 - Jan 2016
4491,Sumire♡17-sai!!,7.28,Manga (2 vols),Mar 2005 - Mar 2006
4492,Kami no Hidarite Akuma no Migite,7.28,Manga (6 vols),1986 - 1989
4493,Darling Only You!,7.28,One-shot (? vols),Feb 2008 - Feb 2008
4494,Kono Uchi de Kimi to,7.28,Manga (3 vols),Jul 2005 - Apr 2006
4495,+C: Sword and Cornett,7.28,Manga (8 vols),Apr 2008 - Oct 2012
4496,Kuimonodokoro Akira,7.28,Manga (1 vols),Apr 2007 - Apr 2007
4497,Sasagu Omoi wa Hana Meguri,7.28,One-shot (? vols),Apr 2007 - Apr 2007
4498,Koigokoro♥Koushinchuu,7.28,Manga (1 vols),-
4499,Inorihime wa Sora ni Warau,7.28,Manga (4 vols),May 2008 - Apr 2010
4500,Gate 7,7.28,Manga (? vols),Nov 2010 -
4501,Koakuma Lion,7.28,Manga (1 vols),Apr 2009 -
4502,Celeste Blue,7.28,One-shot (? vols),2009 - 2009
4503,Morphine,7.28,Manga (1 vols),2007 - 2008
4504,Lock On!,7.28,Manga (2 vols),Feb 2010 - Jun 2010
4505,Little Busters! Ecstasy Series,7.28,Manga (3 vols),Jan 2009 - Jun 2012
4506,Hannune Banhada! Season 2,7.28,Manhwa (11 vols),2007 - 2013
4507,Gensou Suikoden V: Reimei no Shiro,7.28,Manga (4 vols),2008 - 2009
4508,Jigoku Shoujo R,7.28,Manga (11 vols),Aug 2009 - Mar 2013
4509,Zi Bu Yu,7.28,Manhua (3 vols),Sep 2007 - Oct 2010
4510,Usotsuki Mii-kun to Kowareta Maa-chan: Totteoki no Uso,7.28,Manga (1 vols),Sep 2010 - Dec 2010
4511,Gokicha,7.28,Manga (5 vols),Jan 2011 - Jun 2016
4512,Heart no Kuni no Alice: My Fanatic Rabbit,7.28,Manga (2 vols),2009 - 2011
4513,Strike Witches Zero: 1937 Fusou Kaijihen,7.28,Manga (2 vols),Oct 2010 - Oct 2011
4514,Tonnura-san,7.28,Manga (9 vols),Feb 2009 - Apr 2013
4515,Futari no Himitsu,7.28,Manga (3 vols),Mar 2011 - Dec 2011
4516,Ben-To,7.28,Light Novel (15 vols),Feb 2008 - Feb 2014
4517,Lonely Wolf, Lonely Sheep,7.28,Manga (1 vols),Aug 2010 - Aug 2011
4518,Gokusen Bangaichi,7.28,One-shot (? vols),Jun 2005 - Jun 2005
4519,Terra Formars,7.28,Manga (? vols),Jan 2011 -
4520,Ane-san Countdown!,7.28,Manga (2 vols),Aug 2002 - Jul 2008
4521,GosickS,7.28,Light Novel (4 vols),Nov 2003 - Mar 2011
4522,Stay Gold,7.28,Manga (6 vols),Nov 2012 - Dec 2020
4523,Kijitora Neko no Koume-san,7.28,Manga (? vols),2008 -
4524,Toaru Majutsu no Index: Road to Endymion,7.28,Light Novel (1 vols),Feb 2013 - Feb 2013
4525,Grisaia no Kajitsu: Sanctuary Fellows,7.28,Manga (4 vols),Apr 2013 - Nov 2014
4526,Dangan Honey,7.28,Manga (2 vols),Jul 2012 - Aug 2013
4527,Ludwig Gensoukyoku,7.28,Manga (1 vols),Dec 2011 - Jul 2013
4528,Magdala de Nemure,7.28,Manga (4 vols),May 2013 - Apr 2015
4529,Gokuto Jihen,7.28,Manga (3 vols),May 2015 - Jan 2017
4530,Kainushi Juujin to Pet Joshikousei,7.28,Manga (? vols),Oct 2014 -
4531,Nisemonogatari Short Stories,7.28,Light Novel (? vols),Sep 2012 - Sep 2012
4532,Tonari no Kyuuketsuki-san,7.28,Manga (8 vols),Aug 2014 - Oct 2021
4533,Smile Brush,7.28,Manhwa (1 vols),Dec 2009 - Dec 2009
4534,Sora no Kiseki Gaiden: Löwe Monogatari,7.28,Manga (3 vols),Jan 2011 - Jan 2013
4535,Hayate no Gotoku!,7.28,Light Novel (3 vols),May 2007 - Nov 2008
4536,Arifureta Shokugyou de Sekai Saikyou,7.28,Manga (? vols),Feb 2016 -
4537,Koi ni Naranai Wake ga Nai,7.28,Manga (5 vols),Oct 2016 - Oct 2018
4538,Reiraku,7.28,Manga (1 vols),Mar 2017 - Jul 2017
4539,Tsukihime: A Piece of Blue Glass Moon - Comic Anthology,7.28,Manga (1 vols),Dec 2021 - Dec 2021
4540,Tokyo卍Revengers: Baji Keisuke kara no Tegami,7.28,Manga (? vols),Jul 2022 -
4541,Our Beloved Summer,7.27,Manhwa (2 vols),Nov 2021 - Feb 2022
4542,Kuroneko to Majo no Kyoushitsu,7.27,Manga (? vols),Mar 2022 -
4543,It's Mine,7.27,Manhwa (? vols),May 2018 - Aug 2021
4544,Oh! Holy,7.27,Manhwa (? vols),Jun 2015 - Apr 2018
4545,Master Villainess the Invincible!,7.27,Manhwa (? vols),Dec 2020 -
4546,How to Win My Husband Over,7.27,Manhwa (? vols),Oct 2021 -
4547,Busou Renkin,7.27,Manga (10 vols),Jun 2003 - Apr 2006
4548,Tenjou Tenge,7.27,Manga (22 vols),Oct 1997 - Aug 2010
4549,Ueki no Housoku Plus,7.27,Manga (5 vols),2005 - 2007
4550,Rure,7.27,Manhwa (? vols),2003 -
4551,Kidou Senshi Gundam SEED: Astray,7.27,Manga (3 vols),Sep 2002 - Oct 2003
4552,FLCL,7.27,Manga (2 vols),Dec 1999 - Mar 2001
4553,Dice,7.27,Manga (2 vols),2002 -
4554,Renai Junkie,7.27,Manga (26 vols),1999 - Jan 2009
4555,Naisho no Tsubomi,7.27,Manga (8 vols),Feb 2004 - Feb 2012
4556,Skyhigh,7.27,Manga (2 vols),Mar 2001 - Apr 2002
4557,Gon,7.27,Manga (7 vols),1992 - 2002
4558,Yousai Gakuen,7.27,Manga (7 vols),Jul 1994 - May 1997
4559,Sonnan ja Nee yo,7.27,Manga (9 vols),Oct 2002 - May 2006
4560,Milk Crown Lovers,7.27,Manga (4 vols),2002 -
4561,W-Pinch!!,7.27,Manga (4 vols),2000 - 2000
4562,Mokke,7.27,Manga (9 vols),Aug 2000 - Jul 2009
4563,Kemono ni→Botsuraku Ojousama,7.27,One-shot (? vols),Jul 2006 - Jul 2006
4564,Choujin Locke,7.27,Manga (38 vols),1979 - 1989
4565,Full Moon Joker,7.27,Manga (1 vols),2008 -
4566,Super Mario Adventures: Mario no Daibouken,7.27,Manga (1 vols),Jan 1992 - Jan 1993
4567,A to Z,7.27,Manga (3 vols),Aug 2002 -
4568,Dr. wa Ijiwaru na Kisu de,7.27,Manga (1 vols),2007 - 2007
4569,Junjou Romantica dj - Theater Chika Chika Chikka,7.27,Doujinshi (1 vols),-
4570,Love Like Crazy,7.27,Manhwa (11 vols),May 2007 - Jul 2007
4571,Ike! Ina-chuu Takkyuubu,7.27,Manga (13 vols),Mar 1993 - Oct 1996
4572,Kono Yo no Owari e no Tabi,7.27,Manga (1 vols),Apr 2002 - Aug 2003
4573,Strike Witches: Suomus Iran-ko Chuutai Series,7.27,Light Novel (3 vols),Oct 2006 - Jul 2008
4574,Yongbi Bulpae Oejeon,7.27,Manhwa (? vols),2006 -
4575,Shijou Saikyou no Gaiden,7.27,Manga (1 vols),2000 - 2002
4576,Seishun Panda!,7.27,Manga (1 vols),2008 - 2008
4577,Hitomi kara Destiny,7.27,One-shot (? vols),2008 - 2008
4578,Be-Bop-Highschool,7.27,Manga (48 vols),1984 - 2004
4579,Mirai Nikki: Paradox,7.27,Manga (1 vols),Mar 2010 - Mar 2010
4580,Phantom: Requiem for the Phantom,7.27,Manga (3 vols),Dec 2008 - Jan 2010
4581,Gantz/Minus,7.27,Light Novel (1 vols),Jul 2009 - Sep 2009
4582,Jiujiu: Jujuu,7.27,Manga (5 vols),Dec 2008 - Jun 2012
4583,Zero,7.27,Manga (2 vols),1990 - 1991
4584,Limit,7.27,Manga (6 vols),Oct 2009 - Sep 2011
4585,Gakkou no Sensei,7.27,Manga (8 vols),Dec 2002 - Mar 2013
4586,Umibe no Onnanoko,7.27,Manga (2 vols),Jul 2009 - Jan 2013
4587,Mejirobana no Saku,7.27,Manga (? vols),Oct 2017 -
4588,Neko ga Nishi Mukya,7.27,Manga (3 vols),Apr 2018 - Dec 2020
4589,Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou,7.27,Manga (4 vols),Jul 2018 - Jul 2021
4590,Code Geass: Hangyaku no Lelouch Re;,7.27,Manga (4 vols),May 2018 - Mar 2020
4591,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,7.27,Manga (? vols),Jan 2019 -
4592,Isekai demo Bunan ni Ikitai Shoukougun,7.27,Manga (? vols),Feb 2019 -
4593,Shinigami ni Sodaterareta Shoujo wa Shikkoku no Ken wo Mune ni Idaku,7.27,Manga (? vols),Jul 2019 -
4594,Fire Emblem Heroes: Eiyuu-tachi no Nichijou,7.27,Manga (? vols),Nov 2017 -
4595,Mashima Hero's,7.27,Manga (1 vols),Oct 2019 - Dec 2019
4596,Kijima-san to Yamada-san,7.27,Manga (? vols),Feb 2019 -
4597,Koe no Chiisai Komori-san to Kusodeka Oogoe no Oobayashi-kun,7.27,Manga (2 vols),Apr 2020 - Oct 2021
4598,Hayaku Shitai Futari,7.27,Manga (? vols),May 2020 -
4599,Itai Oneesan wa Suki desu ka?,7.27,Manga (7 vols),Sep 2016 - Jun 2021
4600,Kage no Jitsuryokusha ni Naritakute!: Shadow Gaiden,7.27,Manga (? vols),Jul 2019 -
4601,#DRCL Midnight Children,7.27,Manga (? vols),Jan 2021 -
4602,Goodbye, In-Law!,7.27,Manhwa (8 vols),Sep 2018 - Apr 2020
4603,Disney Twisted-Wonderland the Comic: Episode of Heartslabyul,7.27,Manga (? vols),Mar 2021 -
4604,Komomo Confiserie,7.27,Manga (5 vols),May 2013 - Dec 2014
4605,Chiisana Hiroba,7.27,Manga (1 vols),Mar 2012 - Jun 2012
4606,To LOVE-Ru: Abunai Girls Talk,7.27,Light Novel (1 vols),Aug 2009 - Aug 2009
4607,Dr. Duo,7.27,Manga (5 vols),Apr 2012 - Feb 2013
4608,Mune ga Naru no wa Kimi no Sei,7.27,Manga (5 vols),Oct 2012 - Aug 2014
4609,Graineliers,7.27,Manga (? vols),Sep 2013 -
4610,Daidai wa, Hantoumei ni Nidone suru,7.27,Manga (2 vols),Apr 2013 - Nov 2015
4611,Mayoke no Darling,7.27,Manga (1 vols),Jul 2012 - Jul 2013
4612,Ousama-tachi no Viking,7.27,Manga (19 vols),Mar 2013 - Aug 2019
4613,Boku wa Mondai Arimasen,7.27,Manga (1 vols),Oct 2012 - May 2013
4614,Nibiiro Musica,7.27,Manga (4 vols),Oct 2014 - Jun 2016
4615,Type-Moon Gakuen: Chibichuki!,7.27,Manga (? vols),Sep 2013 -
4616,Udon no Kuni no Kiniro Kemari,7.27,Manga (12 vols),Jun 2012 - Feb 2019
4617,Zui Wu Dao,7.27,Manhua (9 vols),Aug 2013 - 2016
4618,Bokura wa Dokonimo Hirakanai,7.27,Light Novel (1 vols),May 2005 - May 2005
4619,Kanojo no Kuchizuke,7.27,Doujinshi (? vols),Feb 2015 -
4620,Shokugeki no Souma: Fratelli Aldini,7.27,Light Novel (1 vols),Oct 2015 - Oct 2015
4621,Swap⇔Swap,7.27,Manga (4 vols),Aug 2014 - Feb 2019
4622,Koutetsujou no Kabaneri,7.27,Manga (4 vols),May 2016 - Nov 2018
4623,Zombie Maria,7.27,One-shot (? vols),May 2016 - May 2016
4624,Tondemo Skill de Isekai Hourou Meshi,7.27,Light Novel (? vols),Nov 2016 -
4625,Rokudou no Onna-tachi,7.27,Manga (26 vols),Jun 2016 - Apr 2021
4626,Sounan desu ka?,7.27,Manga (? vols),Jan 2017 -
4627,Machigatta Ko wo Mahou Shoujo ni Shiteshimatta,7.27,Manga (? vols),Oct 2016 -
4628,Risou no Himo Seikatsu,7.27,Manga (? vols),Feb 2017 -
4629,Strawberry Fields wo Mou Ichido,7.27,Manga (3 vols),Mar 2017 - Jun 2019
4630,Maou-sama, Retry!,7.27,Light Novel (? vols),Jun 2017 -
4631,Bocchi Hakase to Robot Shoujo no Zetsubouteki Utopia,7.27,Manga (2 vols),Sep 2016 - Dec 2017
4632,Anne no Seishun,7.27,Manga (1 vols),1998 - 1998
4633,Shinobi Yoru Koi wa Kusemono,7.27,Manga (5 vols),Oct 2009 - Dec 2013
4634,Black Paradox,7.27,Manga (1 vols),2009 - 2009
4635,Kimi no Neiro,7.27,Manga (4 vols),Jul 2010 - Nov 2011
4636,Hoshi wo Tsugu Mono,7.27,Manga (4 vols),Feb 2011 - Aug 2012
4637,Kurogane,7.27,One-shot (? vols),Dec 2010 - Dec 2010
4638,Reset!,7.27,Manga (? vols),Jul 2010 -
4639,Corseltel no Ryuujitsushi Monogatari,7.27,Manga (8 vols),2001 - May 2009
4640,Tiger & Bunny The Comic,7.27,Manga (7 vols),Oct 2011 - Sep 2016
4641,Shinigamihime no Saikon,7.27,Manga (3 vols),Feb 2011 - Feb 2013
4642,Woodstock,7.27,Manga (18 vols),Feb 2008 - Aug 2014
4643,Girls & Panzer,7.27,Manga (4 vols),Jun 2012 - Mar 2014
4644,Renai Demo Classic,7.27,Manga (1 vols),Sep 2010 - Apr 2011
4645,Centaur no Nayami,7.27,Manga (? vols),Dec 2010 -
4646,Bleach: The Death Save the Strawberry,7.27,Light Novel (1 vols),Sep 2012 - Sep 2012
4647,Kuzu no Honkai,7.27,Manga (9 vols),Sep 2012 - May 2018
4648,True Love,7.27,Manga (7 vols),Dec 2012 - Jan 2015
4649,The Unlimited: Hyoubu Kyousuke,7.27,Manga (6 vols),Mar 2013 - Jul 2015
4650,Absolute Duo,7.27,Light Novel (? vols),Aug 2012 -
4651,Stand Up!,7.27,Manga (4 vols),Jan 2012 - Apr 2018
4652,Sandwich Girl,7.26,Manhwa (8 vols),2005 -
4653,Do You Remember, Mogwa?,7.26,Manhwa (15 vols),2008 -
4654,Hot Milk,7.26,Manga (1 vols),Nov 2003 - Jul 2009
4655,Vampire to Shinigami,7.26,One-shot (? vols),2009 - 2009
4656,Captain Ken,7.26,Manga (2 vols),1960 - 1961
4657,Tonari no Kashiwagi-san,7.26,Manga (12 vols),Sep 2009 - Aug 2016
4658,Hayabusa: Sanada Dengekichou,7.26,Manga (3 vols),Sep 2010 - May 2013
4659,360° Material,7.26,Manga (8 vols),Jan 2010 - Sep 2012
4660,Accel World,7.26,Manga (8 vols),Apr 2010 - Jun 2017
4661,Chu Feng,7.26,Manhua (? vols),Sep 2009 -
4662,Shi ni Itaru Yamai,7.26,Manga (2 vols),Mar 2009 - Dec 2009
4663,Lady Detective,7.26,Manhwa (6 vols),Apr 2011 - Feb 2013
4664,Delinquent Cinderella,7.26,Manhwa (10 vols),2010 - 2010
4665,World End Garden,7.26,One-shot (? vols),Mar 2008 - Mar 2008
4666,Hanasaku Iroha,7.26,Manga (5 vols),Nov 2010 - Sep 2012
4667,Hallelujah Overdrive!,7.26,Manga (15 vols),Jun 2009 - Oct 2015
4668,Ao no Rhapsodia,7.26,Manga (1 vols),Oct 2001 - Jun 2011
4669,Kimi to Koi wo Shitta,7.26,Manga (2 vols),Oct 2010 - Aug 2011
4670,Josou Shounen Anthology Comic,7.26,Manga (17 vols),Jul 2010 - Aug 2014
4671,"Aoi" Hikaru ga Chikyuu ni Ita Koro......,7.26,Manga (3 vols),Oct 2011 - Dec 2012
4672,Zelda no Densetsu: Skyward Sword,7.26,One-shot (? vols),Dec 2011 - Dec 2011
4673,High School DxD: Asia & Koneko no Himitsu no Keiyaku!?,7.26,Manga (1 vols),Sep 2011 - Mar 2012
4674,Nowhere Boy,7.26,Manhwa (3 vols),Jun 2011 - Jan 2012
4675,Persona 4 The Magician,7.26,Manga (1 vols),Dec 2011 - Jul 2012
4676,Toaru Majutsu no Index: Endymion no Kiseki,7.26,Manga (2 vols),Feb 2013 - Oct 2013
4677,Koi nante Shinai!,7.26,Manga (1 vols),May 2013 - May 2013
4678,Seikaku Kuzu de Nani ga Warui,7.26,Manga (1 vols),Jun 2015 - Jun 2016
4679,Dakara Miyoko Desu,7.26,Manga (4 vols),Dec 2011 - Aug 2017
4680,Men's Life,7.26,Manga (4 vols),Feb 2018 - Aug 2019
4681,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,7.26,One-shot (? vols),Aug 2018 - Aug 2018
4682,Nihon e Youkoso Elf-san.,7.26,Light Novel (? vols),Aug 2018 -
4683,Spectral Wizard,7.26,Manga (1 vols),Aug 2014 - May 2016
4684,Uchi no Kaisha no Chiisai Senpai no Hanashi,7.26,Doujinshi (? vols),Dec 2019 -
4685,Yuko Sae Tatakaeba,7.26,Manga (4 vols),May 2019 - Feb 2020
4686,Ijimeru Aitsu ga Warui no ka, Ijimerareta Boku ga Warui no ka?,7.26,Manga (? vols),Jun 2020 - Jun 2022
4687,10th: You and I fell in love with the same person.,7.26,Manga (3 vols),May 2015 - Jul 2020
4688,Ishi ni Usubeni, Tetsu ni Hoshi,7.26,One-shot (? vols),Apr 2017 - Apr 2017
4689,Yakusoku no Neverland: Tokubetsu Bangai-hen - Hajimari no Isshi,7.26,One-shot (? vols),Oct 2020 - Oct 2020
4690,The Knight and Her Emperor,7.26,Manhwa (? vols),Jan 2019 -
4691,Daddy Darling,7.26,Manga (1 vols),Apr 2018 - Dec 2018
4692,Yasashii Jikan,7.26,One-shot (? vols),Nov 2021 - Nov 2021
4693,Survive as the Hero's Wife,7.26,Manhwa (? vols),Dec 2018 - Dec 2021
4694,Author of My Own Destiny,7.26,Manhwa (? vols),Aug 2021 -
4695,Kidou Senshi Gundam 0079,7.26,Manga (12 vols),1993 - 2005
4696,Hyper Police,7.26,Manga (10 vols),Feb 1993 - Jan 2004
4697,Snow Drop,7.26,Manhwa (12 vols),Sep 1998 - 2003
4698,Slayers Special,7.26,Manga (4 vols),May 2000 - Sep 2001
4699,Gertrude no Recipe,7.26,Manga (5 vols),Jul 2001 - Oct 2003
4700,Goth,7.26,Manga (1 vols),Aug 2002 - May 2003
4701,Kaine,7.26,Manga (1 vols),1996 - 1996
4702,Zelda no Densetsu: Fushigi no Kinomi - Jikuu no Shou,7.26,Manga (1 vols),Dec 2001 - Dec 2001
4703,Ichigo Channel,7.26,Manga (7 vols),2001 - 2003
4704,Lodoss-tou Senki: Eiyuu Kishi Den,7.26,Manga (6 vols),1998 - 2000
