Rank,Title,Score,Episodes,Airing
10343,Princess Lover!: Magical Knight Maria-chan,5.70,Special (6 eps),Oct 2009 - Mar 2010
10344,Robot Girls Neo,5.70,ONA (3 eps),Aug 2018 - Sep 2018
10345,Romantica Clock,5.70,Special (3 eps),Feb 2014 - Feb 2014
10346,SD Gundam World Heroes,5.70,ONA (24 eps),Apr 2021 - Sep 2021
10347,SD Gundam World: Sangoku Souketsuden,5.70,ONA (10 eps),Jul 2019 - Mar 2021
10348,Senjuushi: Kijuushi-tachi no Happy Birthday!,5.70,OVA (1 eps),Mar 2019 - Mar 2019
10349,Shadowverse (TV),5.70,TV (48 eps),Apr 2020 - Mar 2021
10350,Shinrabanshou.mp3,5.70,Special (1 eps),Feb 2018 - Feb 2018
10351,Shounen Ninja Kaze no Fujimaru,5.70,TV (65 eps),Jun 1964 - Aug 1965
10352,Shounen Sunday CM: Kekkaishi,5.70,Special (1 eps),Jan 2005 - Jan 2005
10353,Soul Worker: Your Destiny Awaits,5.70,ONA (5 eps),Mar 2016 - Apr 2016
10354,Tamashichi!,5.70,ONA (1 eps),Aug 2015 - Aug 2015
10355,Teinenpi Shoujo Heidi,5.70,ONA (8 eps),May 2009 - Jul 2010
10356,Tokyo 24-ku: Reversal Film,5.70,Special (1 eps),Mar 2022 - Mar 2022
10357,Yobarete Tobidete Akubi-chan,5.70,TV (26 eps),Dec 2001 - Mar 2002
10358,Ys IV: The Dawn of Ys,5.70,Special (1 eps),1993 - 1993
10359,Match Shoujo,5.69,ONA (1 eps),Feb 2016 - Feb 2016
10360,Meiji x Kokosake & anohana Receipt Oubo Campaign,5.69,Special (2 eps),Jun 2015 - Jul 2015
10361,Meisou! Underworld,5.69,ONA (1 eps),Apr 2014 - Apr 2014
10362,Mighty Orbots,5.69,TV (13 eps),Sep 1984 - Dec 1984
10363,Mofumofuiction,5.69,Movie (1 eps),Mar 2018 - Mar 2018
10364,Ninja Mono,5.69,OVA (2 eps),Mar 1996 - Jun 1996
10365,Otome wa Boku ni Koishiteru: Trinkle Stars The Animation,5.69,OVA (1 eps),Jan 2022 - Jan 2022
10366,Pororo-wa Noraehaeyo,5.69,TV (14 eps),2006 - 2006
10367,Rakushou! Hyper Doll,5.69,OVA (2 eps),Sep 1995 - Nov 1995
10368,Random,5.69,Music (1 eps),Apr 2014 - Apr 2014
10369,RErideD: Tokigoe no Derrida,5.69,TV (12 eps),Sep 2018 - Nov 2018
10370,Sekai de Ichiban Tsuyoku Naritai! Specials,5.69,Special (6 eps),Dec 2013 - May 2014
10371,Sekai Monoshiri Ryoko,5.69,TV (1006 eps),Oct 1971 - Dec 1974
10372,Shijin no Shougai,5.69,Movie (1 eps),Jan 1974 - Jan 1974
10373,Shuten Douji,5.69,OVA (4 eps),Dec 1989 - Dec 1991
10374,Stitch to Suna no Wakusei,5.69,Special (1 eps),Jun 2012 - Jun 2012
10375,Stitch!: Zutto Saikou no Tomodachi Special,5.69,Special (1 eps),Jun 2011 - Jun 2011
10376,Toward Morning,5.69,Music (1 eps),Apr 2015 - Apr 2015
10377,Transformers Zone,5.69,OVA (1 eps),Jul 1990 - Jul 1990
10378,Tuzki: Love Assassin,5.69,ONA (1 eps),Feb 2014 - Feb 2014
10379,Umi no Mizu wa Naze Karai,5.69,Movie (1 eps),Sep 1935 - Sep 1935
10380,Wake Up, Girl Zoo! Miyagi PR de Go!,5.69,Special (1 eps),Feb 2016 - Feb 2016
10381,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,5.69,OVA (1 eps),Nov 2007 - Nov 2007
10382,What's Michael?,5.69,OVA (1 eps),Nov 1985 - Nov 1985
10383,Yoshimaho,5.69,ONA (15 eps),Jul 2021 - Jan 2022
10384,Yume no Kawa,5.69,Music (1 eps),Aug 2012 - Aug 2012
10385,Andromeda Stories,5.69,Special (1 eps),Aug 1982 - Aug 1982
10386,Animegatari,5.69,Movie (8 eps),Apr 2015 - Mar 2016
10387,Backkom 2,5.69,TV (52 eps),2007 - 2007
10388,Bakumatsu: Crisis,5.69,TV (12 eps),Apr 2019 - Jun 2019
10389,Bernard-jou Iwaku.: Ofuro Dokusho,5.69,Special (1 eps),Jan 2017 - Jan 2017
10390,Botsuraku,5.69,Music (1 eps),Dec 2018 - Dec 2018
10391,Busou Chuugakusei: Basket Army,5.69,ONA (5 eps),Dec 2011 - Dec 2012
10392,Casablanca,5.69,Music (1 eps),Jul 2017 - Jul 2017
10393,Committed Red,5.69,Music (1 eps),Apr 2016 - Apr 2016
10394,Dogeza de Tanondemita: Isekai-hen,5.69,Special (1 eps),Jan 2021 - Jan 2021
10395,Fairy Tail x Mameshiba,5.69,ONA (1 eps),Apr 2019 - Apr 2019
10396,Gamba: Gamba to Nakama-tachi,5.69,Movie (1 eps),Oct 2015 - Oct 2015
10397,Gang-aji Ttong,5.69,Movie (1 eps),Jul 2003 - Jul 2003
10398,Gasshin Sentai Mechander Robo,5.69,TV (35 eps),Mar 1977 - Dec 1977
10399,Hacka Doll,5.69,ONA (2 eps),Aug 2014 - Sep 2014
10400,Hello Kitty no Oyayubi-hime (OVA),5.69,OVA (1 eps),Dec 2001 - Dec 2001
10401,Higashi Asia Bunka Toshi 2019 Toshima,5.69,ONA (1 eps),Nov 2018 - Nov 2018
10402,Himote House: Dai Panic! Minna de Gokiburi Taiji,5.69,OVA (1 eps),Jan 2021 - Jan 2021
10403,HORIZON feat. Hatsune Miku,5.69,Music (1 eps),Jun 2013 - Jun 2013
10404,Human Orchestra,5.69,Movie (1 eps),Sep 2010 - Sep 2010
10405,Ima, Futari no Michi,5.69,Special (1 eps),Mar 2015 - Mar 2015
10406,Jewelpet: Attack Chance!?,5.69,ONA (3 eps),Feb 2016 - May 2016
10407,Kagaku na Yatsura,5.69,OVA (1 eps),Feb 2013 - Feb 2013
10408,Kumo to Tulip,5.69,Movie (1 eps),Apr 1943 - Apr 1943
10409,Lipton #watashitolipton,5.69,ONA (3 eps),Jul 2018 - Oct 2018
10410,99 Illusion!,5.68,Music (1 eps),Oct 2018 - Oct 2018
10411,Alba,5.68,Music (1 eps),Jun 2020 - Jun 2020
10412,Aoku Tsuzuku Pass,5.68,ONA (1 eps),Oct 2018 - Oct 2018
10413,Bear Bear Bear Kuma! Kumadam-hen,5.68,Special (3 eps),Jan 2021 - Mar 2021
10414,Blue Reflection Ray Special,5.68,Special (1 eps),Jul 2021 - Jul 2021
10415,Boku no Imouto wa "Osaka Okan": Haishin Gentei Osaka Okan.,5.68,ONA (1 eps),Dec 2012 - Dec 2012
10416,Canvas: Sepia-iro no Motif,5.68,OVA (2 eps),Dec 2001 - Mar 2002
10417,Goulart Knights: Evoked the Beginning Black,5.68,OVA (1 eps),Dec 2010 - Dec 2010
10418,Himote House,5.68,TV (12 eps),Oct 2018 - Dec 2018
10419,Hisone to Maso-tan Digest Douga,5.68,ONA (4 eps),May 2018 - Jul 2018
10420,Idol Jihen,5.68,TV (12 eps),Jan 2017 - Mar 2017
10421,Iiwake Love Song,5.68,Music (1 eps),Apr 2011 - Apr 2011
10422,Ikezu,5.68,Music (1 eps),Aug 2017 - Aug 2017
10423,Ishitsubutsu Toriatsukaijo,5.68,Music (1 eps),May 2012 - May 2012
10424,Issunboushi,5.68,Movie (1 eps),Mar 1918 - Mar 1918
10425,Izumo,5.68,OVA (2 eps),Sep 1991 - Oct 1991
10426,Je Bul Chal-ssi Iyagi,5.68,Movie (1 eps),Mar 2009 - Mar 2009
10427,Kero Kero Keroppi no Boku-tachi no Takaramono,5.68,OVA (1 eps),Mar 1994 - Mar 1994
10428,Kikumana,5.68,ONA (1 eps),Jul 2001 - Jul 2001
10429,Kokoro ga Sakebitagatterunda. x Sony Hi-Res "Walkman" and Headphone,5.68,Special (1 eps),Mar 2016 - Mar 2016
10430,Kuroi Neko,5.68,Movie (1 eps),2015 - 2015
10431,Life Size,5.68,Music (1 eps),Jan 2011 - Jan 2011
10432,Luigi's Toy Adventure,5.68,ONA (1 eps),Dec 2014 - Dec 2014
10433,Maria†Holic: Run Run Riru Ran Ran Rara,5.68,Music (1 eps),Apr 2011 - Apr 2011
10434,Mashiro Witch,5.68,ONA (1 eps),Mar 2017 - Mar 2017
10435,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,5.68,Special (1 eps),Sep 2005 - Sep 2005
10436,Neo Faust,5.68,Special (1 eps),Jan 1999 - Jan 1999
10437,Ponkotsu Quest x Gatchaman Special,5.68,ONA (1 eps),Mar 2014 - Mar 2014
10438,Rean no Tsubasa,5.68,ONA (6 eps),Dec 2005 - Aug 2006
10439,Ugoite Hamidase! Machikado Mazoku,5.68,ONA (12 eps),Aug 2019 - Oct 2019
10440,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,5.67,Music (1 eps),Jan 1987 - Jan 1987
10441,Mizu no Tane,5.67,Movie (1 eps),1975 - 1975
10442,Monster High: Kowa-ike Girls,5.67,ONA (8 eps),Oct 2014 - Dec 2014
10443,Morinaga Nyuugyou x Mary to Majo no Hana,5.67,Special (4 eps),Apr 2017 - 2017
10444,Naze Nani Dendrogram Episode 0,5.67,ONA (1 eps),Aug 2019 - Aug 2019
10445,Pâtisserie no Monster,5.67,ONA (4 eps),Apr 2016 - Jul 2016
10446,Porong Porong Pororo 3,5.67,TV (52 eps),May 2009 - Oct 2009
10447,Porong Porong Pororo 5,5.67,TV (26 eps),Feb 2014 - May 2014
10448,Rebirth Special,5.67,Special (1 eps),Aug 2020 - Aug 2020
10449,Ribbon,5.67,Music (1 eps),Apr 2017 - Apr 2017
10450,Scarlet Nexus,5.67,TV (26 eps),Jul 2021 - Dec 2021
10451,Seisenshi Dunbine OVA,5.67,OVA (3 eps),Feb 1988 - Aug 1988
10452,Souten no Ken: Regenesis,5.67,ONA (12 eps),Apr 2018 - Jun 2018
10453,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,5.67,ONA (2 eps),Nov 2014 - Nov 2014
10454,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,5.67,Special (1 eps),Dec 2011 - Dec 2011
10455,Tatakae!! Ramenman (Movie),5.67,Movie (1 eps),Jul 1988 - Jul 1988
10456,Unkai no Meikyuu Zeguy,5.67,OVA (2 eps),Mar 1993 - May 1993
10457,Weaving,5.67,ONA (1 eps),Aug 2017 - Aug 2017
10458,Windy,5.67,Music (1 eps),May 2011 - May 2011
10459,Xi Yangyang Yu Hui Tailang: Tu Nian Ding Gua Gua,5.67,Movie (1 eps),Jan 2011 - Jan 2011
10460,Youkai Watch: Best 10,5.67,Special (1 eps),Dec 2014 - Dec 2014
10461,Yumemakura Baku Twilight Gekijou,5.67,OVA (4 eps),May 1991 - Nov 1991
10462,Alexandros no Ketsudan,5.67,OVA (1 eps),Jun 2003 - Jun 2003
10463,Arifureta Shokugyou de Sekai Saikyou Picture Drama,5.67,ONA (13 eps),Jul 2019 - Oct 2019
10464,Around,5.67,Movie (1 eps),2007 - 2007
10465,Chouon Senshi Borgman 2: Shin Seiki 2058,5.67,OVA (3 eps),Oct 1993 - Dec 1993
10466,Echolocation,5.67,Music (1 eps),Jan 2014 - Jan 2014
10467,Forsaken,5.67,Music (1 eps),Jan 2008 - Jan 2008
10468,Hatsune Miku x Tetsuya Nomura,5.67,Special (1 eps),Oct 2014 - Oct 2014
10469,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,5.67,OVA (1 eps),Mar 1994 - Mar 1994
10470,Hello Kitty no Kaguya-hime,5.67,OVA (1 eps),Sep 1993 - Sep 1993
10471,Hipira-kun Special,5.67,Special (1 eps),Jan 2014 - Jan 2014
10472,Joukyou Monogatari,5.67,Movie (1 eps),1999 - 1999
10473,Karasu Tengu Kabuto: Ougon no Me no Kemono,5.67,OVA (1 eps),Jul 1992 - Jul 1992
10474,Kuro,5.67,Music (1 eps),Dec 2005 - Dec 2005
10475,Kyoufu Shinbun,5.67,OVA (2 eps),Jul 1991 - Sep 1991
10476,Bab Mook Ja,5.66,Movie (1 eps),2007 - 2007
10477,Bad Badtz-Maru no Ookami ga Kita!,5.66,OVA (1 eps),Jul 2001 - Jul 2001
10478,Bakugan: Geogan Rising,5.66,ONA (26 eps),Apr 2021 - Mar 2022
10479,Bara no Hana to Joe,5.66,Movie (1 eps),Mar 1977 - Mar 1977
10480,Believe,5.66,Music (1 eps),Apr 2008 - Apr 2008
10481,Caligula,5.66,Music (1 eps),May 2012 - May 2012
10482,Cerberus,5.66,Music (1 eps),Dec 2016 - Dec 2016
10483,Deimos no Hanayome: Ran no Kumikyoku,5.66,OVA (1 eps),Aug 1988 - Aug 1988
10484,Dimension W: W no Tobira Online - Rose no Onayami Soudanshitsu,5.66,Special (5 eps),Mar 2016 - Aug 2016
10485,Dr. Slump: Arale-chan no Koutsuu Anzen,5.66,Special (2 eps),1983 - 1983
10486,Dragoon,5.66,OVA (3 eps),Jul 1997 - Nov 1997
10487,Eien no Filena,5.66,OVA (6 eps),Dec 1992 - Feb 1993
10488,Fushigi no Kuni no Miyuki-chan,5.66,OVA (2 eps),Jun 1995 - Jun 1995
10489,Gun x Sword-san,5.66,Special (13 eps),Oct 2005 - Oct 2006
10490,It Girl,5.66,Music (1 eps),Sep 2014 - Sep 2014
10491,Joleobban,5.66,Movie (1 eps),Dec 2016 - Dec 2016
10492,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,5.66,OVA (1 eps),Nov 2014 - Nov 2014
10493,Kaze no Matasaburou,5.66,OVA (1 eps),Aug 1988 - Aug 1988
10494,Kishin Houkou Demonbane (TV) Specials,5.66,Special (2 eps),Aug 2006 - Dec 2006
10495,Last Exile: Doyou no Asa,5.66,Special (3 eps),Dec 2011 - Jan 2012
10496,Lion meets HachiClo,5.66,Special (2 eps),Dec 2018 - Dec 2018
10497,Lord of Vermilion III Special Anime Movie,5.66,Special (1 eps),Aug 2015 - Aug 2015
10498,Marvel Future Avengers,5.66,TV (26 eps),Jul 2017 - Jan 2018
10499,Mikan-Seijin,5.66,TV (26 eps),1992 - 1992
10500,Mirai Koushi Harima SACLA NEX RAY,5.66,ONA (1 eps),Oct 2017 - Oct 2017
10501,Nanmu Ichibyousokusai,5.66,Movie (1 eps),Jan 1973 - Jan 1973
10502,One Room Second Season Special,5.66,Special (1 eps),Nov 2018 - Nov 2018
10503,Peeping Life: The Perfect Extension,5.66,OVA (10 eps),Sep 2011 - Sep 2011
10504,Pi Po Pa Po Patrol-kun,5.66,TV (65 eps),Dec 2000 - Mar 2001
10505,Pocari Sweat Run Carnival 2019,5.66,Special (1 eps),Jul 2019 - Jul 2019
10506,Sea Breeze,5.66,Music (1 eps),Jul 2018 - Jul 2018
10507,Sono Toki, Kanojo wa.,5.66,TV (12 eps),Oct 2018 - Dec 2018
10508,Sora to Umi no Aida,5.66,TV (12 eps),Oct 2018 - Dec 2018
10509,Sore dake ga Neck,5.66,TV (12 eps),Oct 2020 - Jan 2021
10510,Sprite: Between Two Worlds,5.66,OVA (2 eps),Apr 1997 - Aug 1997
10511,Ten no Kawa,5.66,Music (1 eps),Feb 2010 - Feb 2010
10512,Tokyu Plaza Ginza Open,5.66,Special (1 eps),Mar 2016 - Mar 2016
10513,Who Am I?,5.66,Music (1 eps),Dec 2012 - Dec 2012
10514,Youseiki Suikoden,5.66,OVA (1 eps),Sep 1993 - Sep 1993
10515,Zukkoke Knight: Don De La Mancha,5.66,TV (23 eps),Apr 1980 - Sep 1980
10516,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,5.65,Movie (1 eps),Jul 1980 - Jul 1980
10517,Matsumotokiyoshi x Osomatsu-san,5.65,ONA (9 eps),Jun 2016 - Dec 2017
10518,Momotarou,5.65,Movie (1 eps),Mar 1918 - Mar 1918
10519,Nimrod,5.65,Music (1 eps),2011 - 2011
10520,Peeping Life TV: Season 1??,5.65,TV (12 eps),Oct 2015 - Dec 2015
10521,Rifle Is Beautiful: Zengoku Daikai Is Mokuzen,5.65,Special (1 eps),Dec 2019 - Dec 2019
10522,Satsuriku Tenshi Jibril PV,5.65,Special (1 eps),Apr 2014 - Apr 2014
10523,Shaman King (2021): Funbari Onsen Hanjouki,5.65,ONA (10 eps),Aug 2021 - Aug 2021
10524,Turnover,5.65,ONA (1 eps),Mar 2015 - Mar 2015
10525,Ugokie Kori no Tatehiki,5.65,Movie (1 eps),Dec 1933 - Dec 1933
10526,Wasurerareta Ningyou,5.65,Movie (1 eps),1980 - 1980
10527,Yuusei Shounen Papii,5.65,TV (52 eps),Jun 1965 - May 1966
10528,Ai wo Komete,5.65,ONA (1 eps),Apr 2015 - Apr 2015
10529,Because,5.65,Music (1 eps),Sep 2020 - Sep 2020
10530,Boku wa Kuma,5.65,Music (1 eps),Oct 2006 - Oct 2006
10531,Butlers: Chitose Momotose Monogatari,5.65,TV (12 eps),Apr 2018 - Jun 2018
10532,Chiikawa,5.65,TV (? eps),Apr 2022 -
10533,Chiruran: Nibun no Ichi,5.65,TV (12 eps),Jan 2017 - Mar 2017
10534,Chokin Senshi Cashman,5.65,OVA (1 eps),Jul 1997 - Jul 1997
10535,God Eater Reso Nantoka Gekijou,5.65,ONA (8 eps),Apr 2018 - Aug 2018
10536,Hadashi Neko,5.65,Special (1 eps),2011 - 2011
10537,Handsome Girl,5.65,OVA (1 eps),Jan 1992 - Jan 1992
10538,Inishie no Megami to Houseki no Ite,5.65,ONA (2 eps),Jul 2014 - Aug 2015
10539,Kaitou Reinya,5.65,TV (12 eps),Jan 2010 - Mar 2010
10540,Kakyuusei (TV): Hajimemashite Tina!,5.65,Special (1 eps),Mar 2000 - Mar 2000
10541,Kandagawa Jet Girls: Koko kara Hajimaru Tokyo Girls Promotion,5.65,OVA (1 eps),Jan 2020 - Jan 2020
10542,Katarina to Manabou,5.65,ONA (9 eps),May 2020 - Jul 2020
10543,Kino,5.65,ONA (2 eps),Jul 2013 - Jul 2014
10544,Ku Pao Ying Xiong,5.65,TV (26 eps),Sep 2017 - Feb 2018
10545,Kyoto Animation: Hassou-hen,5.65,Special (1 eps),Apr 2012 - Apr 2012
10546,Lemon Angel (1988/II),5.65,TV (8 eps),Jul 1988 - Sep 1988
10547,loTus feat. Pt. Ajay Pohankar,5.65,Music (1 eps),Apr 2018 - Apr 2018
10548,91 Daze,5.64,Special (7 eps),Nov 2016 - Jul 2017
10549,Ahiru no Pekkle no Ahiru no Drakestail,5.64,OVA (1 eps),Nov 2001 - Nov 2001
10550,AIKa: Special Trial,5.64,OVA (1 eps),May 1998 - May 1998
10551,Akai Hana Shiroi Hana,5.64,Music (1 eps),Dec 1976 - Dec 1976
10552,Ankoku Cat VS,5.64,ONA (3 eps),Jan 2011 - Jan 2012
10553,Bad Badtz-Maru no Ari to Kirigirisu,5.64,OVA (1 eps),Sep 2001 - Sep 2001
10554,Bamboo Blade: Fanfu-Fufe-Fo,5.64,Special (2 eps),Apr 2008 - Jun 2008
10555,Boku wa Kimi wo Warawanai,5.64,Music (1 eps),Nov 2013 - Nov 2013
10556,Boku wa Mou Inai,5.64,Music (1 eps),Jan 2019 - Jan 2019
10557,Fire Bird,5.64,Music (1 eps),Aug 2016 - Aug 2016
10558,Garugaku.: Sei Girls Square Gakuin,5.64,TV (50 eps),Apr 2020 - Mar 2021
10559,Gekkou Shokudou,5.64,Music (1 eps),Nov 2012 - Nov 2012
10560,Ginsoukikou Ordian,5.64,TV (24 eps),Apr 2000 - Sep 2000
10561,Gooorgeous,5.64,Music (1 eps),Mar 2017 - Mar 2017
10562,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,5.64,Movie (1 eps),Mar 1980 - Mar 1980
10563,Hipira-kun ONA,5.64,ONA (2 eps),Apr 2010 - Apr 2010
10564,Honey Tokyo,5.64,ONA (1 eps),Apr 2010 - Apr 2010
10565,Iczer-Girl Iczelion,5.64,OVA (2 eps),Jan 1995 - Mar 1995
10566,Itsuka Aeru Kimi ni,5.64,ONA (1 eps),Oct 2018 - Oct 2018
10567,Kaibutsu Gakushou,5.64,Movie (1 eps),Nov 2016 - Nov 2016
10568,Kawa wa Dare no Mono?,5.64,Music (1 eps),Dec 1995 - Dec 1995
10569,Korekarasaki, Nando Anata to.,5.64,Music (1 eps),Jul 2015 - Jul 2015
10570,Kyoshin to Hyouka no Shiro,5.64,ONA (4 eps),Aug 2020 - Dec 2020
10571,Mahou no Yousei Persia: Escape!,5.64,Music (1 eps),Mar 1999 - Mar 1999
10572,Mission School,5.64,Music (1 eps),Nov 2006 - Nov 2006
10573,Ninja Ryuukenden,5.64,OVA (1 eps),Nov 1991 - Nov 1991
10574,Peng You Town,5.64,Special (1 eps),Oct 2002 - Oct 2002
10575,Platonic Chain,5.64,TV (24 eps),Oct 2002 - Mar 2003
10576,Pony Metal U-GAIM Promotion Film,5.64,Special (1 eps),1986 - 1986
10577,Present (Music),5.64,Music (1 eps),Jan 2016 - Jan 2016
10578,Project Tokyo Dolls: Episode 0,5.64,ONA (3 eps),Jun 2017 - Jun 2017
10579,Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose,5.64,OVA (1 eps),Jan 1992 - Jan 1992
10580,Shizuku,5.64,Movie (1 eps),Oct 1965 - Oct 1965
10581,Shokupan Mimi,5.64,TV (12 eps),Oct 2010 - Dec 2010
10582,Shout Our Evidence!,5.64,Music (1 eps),Sep 2019 - Sep 2019
10583,Slime Boukenki: Umi da, Yeah!,5.64,Special (1 eps),Jul 1999 - Jul 1999
10584,Space Station No.9,5.64,Music (1 eps),May 2005 - May 2005
10585,Supermarket Flowers,5.64,Music (1 eps),Apr 2019 - Apr 2019
10586,To Dimension,5.64,Music (1 eps),Jun 2012 - Jun 2012
10587,Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,5.64,Movie (1 eps),Dec 2014 - Dec 2014
10588,Ultraman Graffiti,5.64,OVA (6 eps),Oct 1990 - Oct 1990
10589,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,5.64,Special (1 eps),Jul 1994 - Jul 1994
10590,Megohime,5.63,ONA (3 eps),Mar 2019 - Feb 2021
10591,Memories (Music),5.63,Music (1 eps),Aug 2011 - Aug 2011
10592,Mi Bao Zhi Guo,5.63,ONA (10 eps),Apr 2021 - Jun 2021
10593,Molly Star-Racer,5.63,Music (1 eps),2001 - 2001
10594,Monoshiri Daigaku: Ashita no Calendar,5.63,TV (1274 eps),Jul 1966 - Aug 1970
10595,Monster Strike The Animation Episode 0,5.63,ONA (1 eps),Jun 2018 - Jun 2018
10596,Naze Nani Dendrogram,5.63,ONA (20 eps),Sep 2019 - Apr 2020
10597,Ninjala (TV),5.63,TV (? eps),Jan 2022 -
10598,Oam Monogatari: Sono Natsu, Watashi ga Shitta koto,5.63,ONA (1 eps),Apr 2018 - Apr 2018
10599,Pan de Peace!,5.63,TV (13 eps),Apr 2016 - Jun 2016
10600,Paris no Isabelle,5.63,TV (13 eps),Apr 1979 - Jul 1979
10601,Peeping Life: The Perfect Explosion,5.63,OVA (10 eps),Oct 2012 - Oct 2012
10602,Planetes Picture Drama,5.63,Special (9 eps),Sep 2009 - Sep 2009
10603,PLUG, THe NeW WORLD,5.63,ONA (1 eps),Jul 2011 - Jul 2011
10604,Psycho Diver: Mashou Bosatsu,5.63,OVA (1 eps),May 1997 - May 1997
10605,Reunion (Music),5.63,Music (1 eps),Apr 2013 - Apr 2013
10606,Shounen to Sakura,5.63,Movie (1 eps),Jul 1983 - Jul 1983
10607,Such a Good Place to Die,5.63,Movie (1 eps),Mar 2015 - Mar 2015
10608,Superflat First Love,5.63,Special (1 eps),Apr 2009 - Apr 2009
10609,Two Car,5.63,TV (12 eps),Oct 2017 - Dec 2017
10610,Uchuu Hikoushi no Uta,5.63,Music (1 eps),Dec 2003 - Dec 2003
10611,UG☆Ultimate Girls,5.63,TV (12 eps),Jan 2005 - Mar 2005
10612,Utopa,5.63,Movie (1 eps),Mar 2016 - Mar 2016
10613,Xue Haizi,5.63,Movie (1 eps),Dec 1980 - Dec 1980
10614,Yu Bang Xiang Zheng,5.63,Movie (1 eps),Feb 1984 - Feb 1984
10615,100% Pascal-sensei (TV),5.63,TV (36 eps),Apr 2017 - Dec 2017
10616,4-Day Weekend,5.63,Music (1 eps),Dec 1998 - Dec 1998
10617,Aoi Umi no Tristia,5.63,OVA (2 eps),Apr 2004 - Jul 2004
10618,Armed Blue Gunvolt,5.63,OVA (1 eps),Feb 2017 - Feb 2017
10619,Ashita e Mukau Hito,5.63,Music (1 eps),Apr 2015 - Apr 2015
10620,Baraou no Souretsu Recap,5.63,Special (1 eps),Apr 2022 - Apr 2022
10621,Beat in Love (2018),5.63,Music (1 eps),Oct 2018 - Oct 2018
10622,Chaos Dragon: Sekiryuu Seneki,5.63,TV (12 eps),Jul 2015 - Sep 2015
10623,Chikatetsu ni Noru,5.63,Special (1 eps),May 2017 - May 2017
10624,Digimon Ghost Game Recap,5.63,Special (1 eps),May 2022 - May 2022
10625,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,5.63,Special (1 eps),Jun 2017 - Jun 2017
10626,Fruity Samurai,5.63,TV (13 eps),Aug 2013 - Dec 2013
10627,Gdleen,5.63,OVA (1 eps),Mar 1990 - Mar 1990
10628,Go! Go! 575,5.63,TV (4 eps),Jan 2014 - Jan 2014
10629,Hachigatsu no Cinderella Nine,5.63,ONA (1 eps),Jul 2016 - Jul 2016
10630,Historical,5.63,ONA (1 eps),Feb 2016 - Feb 2016
10631,Idol Project,5.63,OVA (4 eps),Sep 1995 - Oct 1997
10632,Install Pilot,5.63,Special (1 eps),Jul 2011 - Jul 2011
10633,Itsumo Kokoro ni Ho,5.63,ONA (1 eps),Aug 2013 - Aug 2013
10634,Junai Rhapsody,5.63,Music (1 eps),Jun 2016 - Jun 2016
10635,Koroshiya 1 The Animation: Episode 0,5.63,OVA (1 eps),Sep 2002 - Sep 2002
10636,La Rose de Versailles,5.63,Special (1 eps),2007 - 2007
10637,Ab-rah,5.62,Music (1 eps),Nov 2013 - Nov 2013
10638,Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,5.62,OVA (1 eps),Sep 2021 - Sep 2021
10639,Anime Tenchou Movie,5.62,Special (1 eps),Nov 2010 - Nov 2010
10640,Ape,5.62,Music (1 eps),May 2014 - May 2014
10641,California Crisis: Tsuigeki no Juuka,5.62,OVA (1 eps),Jul 1986 - Jul 1986
10642,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,5.62,Special (1 eps),Oct 2014 - Oct 2014
10643,Cocktail Prince: Making Love!!,5.62,Music (1 eps),Jul 2016 - Jul 2016
10644,Curly,5.62,ONA (1 eps),Oct 2014 - Oct 2014
10645,Dogeza de Tanondemita,5.62,TV (12 eps),Oct 2020 - Dec 2020
10646,Fire Emblem,5.62,OVA (2 eps),Jan 1996 - Apr 1996
10647,Hakyuu Houshin Engi: Kou-ke no Chi,5.62,Special (1 eps),Oct 2018 - Oct 2018
10648,Hanabira,5.62,Music (1 eps),Oct 2011 - Oct 2011
10649,Hello Kagerou,5.62,Music (1 eps),Feb 2018 - Feb 2018
10650,Hoshi no Kirby: Pilot,5.62,Special (1 eps),2000 - 2000
10651,Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,5.62,OVA (1 eps),Nov 1986 - Nov 1986
10652,Mahou no Tenshi Creamy Mami: Perfect Memory,5.62,OVA (1 eps),Mar 1987 - Mar 1987
10653,Makkuramori no Uta,5.62,Music (1 eps),Aug 1985 - Aug 1985
10654,Mirror Mirror (Bombs BiS),5.62,Music (1 eps),May 2014 - May 2014
10655,Mobile Suit Gundam-san (Movie),5.62,Movie (10 eps),Dec 2015 - Nov 2016
